167.4 147.031508349	133.029577975	165.075118762
167.2 146.947510633	132.945024288	165.003612323
167 146.863547936	132.860578656	164.932497799
166.8 146.779461006	132.775853598	164.861413133
166.6 146.695297354	132.691052777	164.790200517
166.4 146.61108573	132.606141329	164.718844256
166.2 146.526781049	132.521124903	164.647275418
166 146.442613535	132.436206482	164.575371832
165.8 146.358277212	132.351066498	164.503377868
165.6 146.27383036	132.265796906	164.431491949
165.4 146.189258963	132.180431586	164.359512809
165.2 146.104561549	132.094981807	164.287408721
165 146.019749194	132.00943622	164.215185106
164.8 145.935253972	131.924190575	164.142929924
164.6 145.85057315	131.838977673	164.070299876
164.4 145.765775436	131.753689134	163.997473037
164.2 145.680852068	131.668302756	163.924990335
164 145.59565717	131.582802922	163.852441013
163.8 145.510107059	131.497103342	163.779733276
163.6 145.424998341	131.411441094	163.706864858
163.4 145.339922002	131.32566562	163.633851701
163.2 145.254791176	131.239783627	163.560654819
163 145.169553697	131.153782159	163.48720923
162.8 145.084073127	131.067457396	163.414199484
162.6 144.998380323	130.981238582	163.340988338
162.4 144.912785806	130.895558603	163.267532751
162.2 144.827108956	130.809791213	163.193827081
162 144.741339982	130.723916262	163.119903088
161.8 144.655304825	130.637758773	163.045987415
161.6 144.569136095	130.551514613	162.971953202
161.4 144.483022922	130.465217901	162.898076788
161.2 144.397298777	130.378903711	162.824119043
161 144.311350614	130.292516202	162.75
160.8 144.225274664	130.205738896	162.675942182
160.6 144.139039463	130.118943227	162.601802146
160.4 144.052649817	130.032120965	162.527517872
160.2 143.966245885	129.945693401	162.453035905
160 143.879954703	129.859415203	162.378219187
159.8 143.793424262	129.772619921	162.303488135
159.6 143.706711292	129.685774392	162.228552163
159.4 143.619899851	129.598810309	162.153441423
159.2 143.532989141	129.511730276	162.078188217
159 143.446275115	129.424748771	162.002826989
158.8 143.359627807	129.337685953	161.927894047
158.6 143.272866523	129.250502396	161.852688766
158.4 143.18597973	129.163212341	161.777340883
158.2 143.0989622	129.075816087	161.701869148
158 143.011815012	128.988404453	161.626165599
157.8 142.924769013	128.901159555	161.550392884
157.6 142.837530086	128.813924062	161.474648855
157.4 142.750156877	128.726678792	161.398929538
157.2 142.662676895	128.639409137	161.322994256
157 142.575057805	128.552105069	161.246813297
156.8 142.487247808	128.464624391	161.170702815
156.6 142.399953339	128.376970687	161.094166219
156.4 142.312508586	128.289116457	161.017377415
156.2 142.22485683	128.201107532	160.940801939
156 142.136958838	128.113038927	160.864273697
155.8 142.048861623	128.024535662	160.787815123
155.6 141.960822255	127.936622798	160.711117584
155.4 141.87285613	127.848941124	160.634303886
155.2 141.784813154	127.761250186	160.557338981
155 141.696680784	127.673526883	160.48009455
154.8 141.608233428	127.585593557	160.403167545
154.6 141.519674837	127.497538391	160.326076182
154.4 141.431639471	127.409250425	160.248822418
154.2 141.343670449	127.320794445	160.171393835
154 141.255496427	127.232293874	160.093763649
153.8 141.166938624	127.143390089	160.016208296
153.6 141.078242588	127.054410362	159.938396598
153.4 140.989421451	126.965722104	159.860482442
153.2 140.900636282	126.877518952	159.782518333
153 140.811780855	126.789214015	159.704411119
152.8 140.722870645	126.700538588	159.626363391
152.6 140.633796078	126.611823678	159.54815979
152.4 140.544624475	126.52299618	159.469981379
152.2 140.455741936	126.434098024	159.391831163
152 140.367088243	126.345186502	159.313345745
151.8 140.277977606	126.255910951	159.234966913
151.6 140.188780272	126.166518134	159.156194914
151.4 140.099430877	126.077044529	159.07714839
151.2 140.009939008	125.987648954	158.997937694
151 139.920559935	125.899051219	158.919087134
150.8 139.831073152	125.810024279	158.840244846
150.6 139.741315943	125.720981389	158.761218536
150.4 139.65137977	125.631837976	158.682093483
150.2 139.561308305	125.542573756	158.602773303
150 139.471366907	125.45325651	158.522979945
149.8 139.381928056	125.363599663	158.44340486
149.6 139.292428207	125.273753393	158.363844389
149.4 139.20280475	125.183703947	158.284185982
149.2 139.113037336	125.093506318	158.204409761
149 139.023147881	125.003284246	158.124489039
148.8 138.933009037	124.913807581	158.044693417
148.6 138.8427313	124.824344754	157.964478481
148.4 138.752305385	124.734798184	157.884225236
148.2 138.661757707	124.645148915	157.803926939
148 138.571115732	124.555418581	157.723482519
147.8 138.48029118	124.465345592	157.642913896
147.6 138.390091285	124.375114287	157.562145716
147.4 138.299794742	124.284657055	157.481400222
147.2 138.209369183	124.194014329	157.400809568
147 138.118809342	124.103356332	157.319837302
146.8 138.028039813	124.012409495	157.239217061
146.6 137.93722711	123.922365663	157.158174908
146.4 137.846285932	123.832367343	157.076858866
146.2 137.755205452	123.742217177	156.995386316
146 137.664065182	123.65188995	156.914185531
145.8 137.57253145	123.561106164	156.832944907
145.6 137.481113694	123.470335592	156.751378452
145.4 137.390341837	123.379572685	156.669688695
145.2 137.29945671	123.288770771	156.587863385
145 137.208434969	123.197910309	156.505675495
144.8 137.117149263	123.106463885	156.424164572
144.6 137.025768573	123.014862008	156.34248372
144.4 136.934280885	122.924075389	156.260586509
144.2 136.842680243	122.833448702	156.178435784
144 136.751020983	122.742806047	156.09596923
143.8 136.658877865	122.651867956	156.013630769
143.6 136.566533339	122.560914361	155.931181751
143.4 136.47434499	122.469696804	155.848642923
143.2 136.382794461	122.378154058	155.766010582
143 136.291122869	122.286580652	155.683149159
142.8 136.199321619	122.194563026	155.600169504
142.6 136.107466143	122.102462894	155.517052926
142.4 136.015445644	122.010285999	155.434261159
142.2 135.923309869	121.919101232	155.351400712
142 135.831148371	121.828036413	155.268193498
141.8 135.738668701	121.736668227	155.185096624
141.6 135.646053821	121.6452851	155.101692968
141.4 135.553330701	121.553680474	155.018073843
141.2 135.46093058	121.461775999	154.934559565
141 135.368989184	121.369741008	154.851022899
140.8 135.27649782	121.277315793	154.767391479
140.6 135.183941216	121.184819293	154.683497721
140.4 135.091235888	121.092227399	154.59948799
140.2 134.998381606	120.999567403	154.515336152
140 134.905519284	120.907965176	154.431167804
139.8 134.81257344	120.815847538	154.346949582
139.6 134.719474518	120.723714948	154.262616861
139.4 134.62624644	120.631547129	154.178166884
139.2 134.53291593	120.539343294	154.093603087
139 134.440151557	120.447145019	154.008935094
138.8 134.347159692	120.354407627	153.92462296
138.6 134.254122114	120.261571157	153.839989832
138.4 134.160956299	120.168635738	153.755184409
138.2 134.067642997	120.075626653	153.670204657
138 133.974236218	119.982774325	153.584871739
137.8 133.880757898	119.890001084	153.499309636
137.6 133.787045223	119.797189349	153.41421019
137.4 133.693082625	119.704354858	153.329019046
137.2 133.598945665	119.611492657	153.243704969
137 133.504801035	119.518577099	153.158245891
136.8 133.411542678	119.425424726	153.072893805
136.6 133.318316644	119.332187397	152.987144242
136.4 133.224919754	119.238821051	152.901285864
136.2 133.131298691	119.14535501	152.815283656
136 133.037487656	119.051885009	152.729116142
135.8 132.943355494	118.958134226	152.642971623
135.6 132.849102768	118.864845008	152.556694603
135.4 132.754677457	118.771524585	152.470551701
135.2 132.660111034	118.678184402	152.384658313
135 132.565524638	118.584824979	152.298449844
134.8 132.470789388	118.491110402	152.212051386
134.6 132.376796669	118.397329687	152.125426066
134.4 132.282709318	118.303326905	152.038571606
134.2 132.188494116	118.209118932	151.951677163
134 132.0941737	118.114877433	151.864846945
133.8 131.999558751	118.020316902	151.777992332
133.6 131.904816525	117.926591533	151.690791536
133.4 131.809900287	117.833032918	151.603396064
133.2 131.714828139	117.73938204	151.51584099
133 131.619724065	117.64563489	151.428571425
132.8 131.524141294	117.551424051	151.341561715
132.6 131.429381331	117.457192499	151.25434379
132.4 131.334834188	117.362745723	151.166843564
132.2 131.240183169	117.26808328	151.079060404
132 131.145417243	117.173363537	150.991094987
131.8 131.050309974	117.078283781	150.903389236
131.6 130.95513271	116.983396681	150.815356252
131.4 130.859723796	116.889331746	150.727138391
131.2 130.764145541	116.795131767	150.63876639
131 130.668540835	116.700761735	150.550159365
130.8 130.572318697	116.605789101	150.46191044
130.6 130.476299618	116.510788102	150.373964798
130.4 130.381095147	116.415737144	150.285813576
130.2 130.285788101	116.320574736	150.19739176
130 130.190356404	116.225383341	150.108647525
129.8 130.094743114	116.12982527	150.019934173
129.6 129.999110539	116.034237434	149.931073139
129.4 129.903216656	115.939290979	149.842044223
129.2 129.807164288	115.844633972	149.752847957
129 129.711097419	115.749806225	149.663486838
128.8 129.614455116	115.654335153	149.573907304
128.6 129.517640429	115.558810187	149.484352573
128.4 129.421745854	115.463213347	149.395372878
128.2 129.32603023	115.367569819	149.306205195
128 129.230267704	115.271872744	149.216777593
127.8 129.134226143	115.17573447	149.12732082
127.6 129.038169958	115.079462916	149.03765007
127.4 128.941769956	114.983309478	148.947833056
127.2 128.845056284	114.887990019	148.857891712
127 128.748327315	114.792572513	148.767843351
126.8 128.651185286	114.696637514	148.677617953
126.6 128.553918982	114.600642872	148.587180972
126.4 128.4570783	114.50454964	148.496644412
126.2 128.360795909	114.408516401	148.406640998
126 128.264410436	114.312429756	148.316303
125.8 128.167768991	114.216003341	148.225947615
125.6 128.071110666	114.119367963	148.135432273
125.4 127.974300147	114.022586752	148.044680479
125.2 127.877315301	113.926454326	147.953784691
125 127.780283093	113.830417812	147.862878427
124.8 127.682685018	113.733840549	147.771758887
124.6 127.58495732	113.637238538	147.680476314
124.4 127.487275377	113.540558909	147.589081341
124.2 127.390491149	113.443870577	147.497592767
124 127.29361935	113.347156823	147.406705029
123.8 127.196277324	113.250000703	147.315639127
123.6 127.098906571	113.152744752	147.224422848
123.4 127.001387076	113.055395059	147.132903641
123.2 126.903728035	112.958411449	147.041064278
123 126.806037858	112.861959964	146.949088771
122.8 126.70795981	112.764894634	146.857190505
122.6 126.609763968	112.667803216	146.765121842
122.4 126.511460947	112.570588234	146.67291224
122.2 126.414045566	112.473235412	146.580562923
122 126.316678718	112.375802085	146.488155669
121.8 126.218837324	112.277977881	146.396084954
121.6 126.120935786	112.180135232	146.303955457
121.4 126.02290278	112.082286292	146.211629227
121.2 125.924773192	111.984558022	146.119066983
121 125.826583326	111.887491301	146.026328117
120.8 125.72804991	111.789717165	145.933816991
120.6 125.629382759	111.691804546	145.840946847
120.4 125.530603692	111.593826061	145.747743991
120.2 125.432477397	111.495835604	145.654291737
120 125.334604949	111.398170643	145.560730398
119.8 125.236247891	111.300011109	145.46739332
119.6 125.137824315	111.201667714	145.374673402
119.4 125.039277666	111.10314514	145.281732744
119.2 124.940657148	111.004481539	145.188494533
119 124.841982707	110.90665289	145.094977587
118.8 124.742843721	110.808439545	145.001350172
118.6 124.643659842	110.710187679	144.907675186
118.4 124.544434205	110.611831426	144.81383653
118.2 124.445702892	110.513307069	144.719829566
118 124.347336382	110.414771333	144.625684172
117.8 124.248319	110.315815905	144.531038052
117.6 124.149206543	110.216755307	144.436965675
117.4 124.049951773	110.117597747	144.343069366
117.2 123.950631181	110.018365136	144.248980868
117 123.851305455	109.919846028	144.154677927
116.8 123.751819223	109.821025735	144.060242236
116.6 123.652180088	109.722178709	143.965756597
116.4 123.552426401	109.623242801	143.871085146
116.2 123.453074412	109.524141803	143.77623381
116 123.354158282	109.425001219	143.681307882
115.8 123.254572487	109.325451544	143.585873264
115.6 123.154898036	109.225806623	143.490383405
115.4 123.055098859	109.126064837	143.395706721
115.2 122.955255361	109.026242514	143.30086211
115 122.855421081	108.92703107	143.205791116
114.8 122.755238941	108.827475912	143.110559582
114.6 122.654912955	108.727798069	143.015259106
114.4 122.554469579	108.628038991	142.919568342
114.2 122.454417796	108.528185809	142.823603112
114 122.354866818	108.428495891	142.727591962
113.8 122.255014005	108.328460849	142.631265634
113.6 122.155072028	108.228337103	142.534744008
113.4 122.054961641	108.128113258	142.438917567
113.2 121.954722707	108.027798631	142.343416286
113 121.854389459	107.92800191	142.247719228
112.8 121.753721958	107.827859014	142.151767599
112.6 121.652894992	107.727579075	142.055782264
112.4 121.551942036	107.627191496	141.959431967
112.2 121.451357592	107.52665361	141.862687349
112 121.35119459	107.426119044	141.765919745
111.8 121.250541204	107.325372401	141.668739498
111.6 121.149783623	107.224534625	141.571257627
111.4 121.048913256	107.123597401	141.473927562
111.2 120.948065546	107.022574497	141.377433079
111 120.84722428	106.922147617	141.280826956
110.8 120.74604877	106.82120243	141.184061175
110.6 120.644710064	106.720221579	141.0872967
110.4 120.54325164	106.619188577	140.990219797
110.2 120.442239821	106.518015796	140.892617595
110 120.341517091	106.416878708	140.795001417
109.8 120.240302444	106.315334655	140.697008258
109.6 120.138975233	106.213769275	140.598738796
109.4 120.037548939	106.112192005	140.500250923
109.2 119.936224389	106.010603702	140.402982065
109 119.834878042	105.909656592	140.30558838
108.8 119.733190098	105.808083441	140.207996729
108.6 119.631334615	105.706256074	140.110386509
108.4 119.529358339	105.60431143	140.012394462
108.2 119.427934834	105.502286253	139.913724938
108 119.326638892	105.400698647	139.814995766
107.8 119.22466065	105.298780557	139.716165137
107.6 119.122577614	105.19676041	139.617189598
107.4 119.020422811	105.094639808	139.518096423
107.2 118.918607345	104.992485172	139.419957468
107 118.816846013	104.890891403	139.321897894
106.8 118.714699149	104.78846156	139.223269898
106.6 118.612262356	104.685876095	139.12458697
106.4 118.509637505	104.583238518	139.025619515
106.2 118.407644594	104.480706846	138.926242172
106 118.305688798	104.378651738	138.826794818
105.8 118.203405201	104.275887024	138.727132264
105.6 118.100988263	104.172989631	138.6272506
105.4 117.998474271	104.069997238	138.527166465
105.2 117.896175686	103.967145353	138.42784729
105 117.793581709	103.864688367	138.328740492
104.8 117.690646503	103.761591643	138.229265216
104.6 117.58750751	103.658339458	138.129701865
104.4 117.484383017	103.555022473	138.029866595
104.2 117.381889007	103.451937277	137.929668799
104 117.279350981	103.349029079	137.829362646
103.8 117.176263902	103.245573881	137.728877595
103.6 117.073050535	103.141984188	137.628153568
103.4 116.969919586	103.03830156	137.527227058
103.2 116.867081365	102.93493301	137.427052003
103 116.76407285	102.831677109	137.327058956
102.8 116.660862842	102.727629263	137.22670177
102.6 116.557321304	102.623354125	137.126257187
102.4 116.453919262	102.518988553	137.025553656
102.2 116.350797105	102.415260485	136.924512133
102 116.247539669	102.3116602	136.823345676
101.8 116.143791896	102.207496386	136.722021511
101.6 116.039918005	102.103181708	136.620445388
101.4 115.936320709	101.998784479	136.518656467
101.2 115.832840139	101.894911703	136.417645881
101 115.729173511	101.79095234	136.316647455
100.8 115.625140852	101.686296109	136.215117273
100.6 115.520904831	101.581504077	136.113482457
100.4 115.417142868	101.476834922	136.011661626
100.2 115.313426166	101.372704047	135.909708402
100 115.20948562	101.268407434	135.807669088
99.8 115.105094331	101.163510245	135.705499515
99.6 115.000597432	101.058342332	135.60302645
99.4 114.896675578	100.9532291	135.50035227
99.2 114.792635387	100.848302919	135.398714173
99 114.688407809	100.743335694	135.29689458
98.8 114.583827549	100.6377397	135.19453705
98.6 114.479153213	100.532124603	135.092052829
98.4 114.374911786	100.427051654	134.989325627
98.2 114.270573312	100.322110825	134.886370822
98 114.165966183	100.216932863	134.783268824
97.8 114.060914546	100.111047381	134.680222658
97.6 113.956116033	100.005056032	134.576868064
97.4 113.851633516	99.8994943754	134.473608561
97.2 113.747025013	99.7939070642	134.371044853
97 113.642253458	99.688224941	134.268279478
96.8 113.536883938	99.5817649658	134.164994535
96.6 113.431662404	99.475406406	134.061569518
96.4 113.32653981	99.3697062582	133.957944026
96.2 113.221376508	99.2639205636	133.854122233
96 113.116160005	99.157994598	133.750121802
95.8 113.010468572	99.0514000356	133.646078986
95.6 112.905441139	98.9448933505	133.541588986
95.4 112.800344646	98.8384990854	133.437552126
95.2 112.695043356	98.7320201574	133.333811164
95 112.58948949	98.625429243	133.229807496
94.8 112.483598627	98.5180265147	133.125690294
94.6 112.377976419	98.4114030902	133.021492765
94.4 112.272246766	98.3048636018	132.917084379
94.2 112.166423034	98.198222524	132.812331855
94 112.06043458	98.091483384	132.707306564
93.8 111.954481398	97.9840836845	132.602206362
93.6 111.848912019	97.8768819376	132.496925781
93.4 111.743169203	97.7695856244	132.392540241
93.2 111.637225908	97.6622021916	132.287948119
93 111.531067222	97.554693222	132.182993948
92.8 111.424851115	97.4468744653	132.077643096
92.6 111.31855798	97.3395479382	131.972265188
92.4 111.21215384	97.2321358086	131.866946594
92.2 111.105653105	97.1246192692	131.761438268
92 110.998978504	97.017009854	131.65577969
91.8 110.892707409	96.9089781175	131.549782437
91.6 110.786364311	96.800842673	131.443904249
91.4 110.679912019	96.692601097	131.338250725
91.2 110.573336899	96.5842707047	131.232424373
91 110.466789179	96.47607021	131.126293987
90.8 110.35995947	96.3679030508	131.019907627
90.6 110.252816368	96.2596717954	130.913690313
90.4 110.145498336	96.1513522266	130.807276395
90.2 110.038095661	96.0429389873	130.700567514
90 109.931311801	95.934663028	130.593640596
89.8 109.824399033	95.8256889048	130.486599727
89.6 109.717410832	95.7165912572	130.380143837
89.4 109.610300785	95.607411522	130.273541287
89.2 109.50306657	95.4981734961	130.166746331
89 109.396129228	95.389931351	130.059572101
88.8 109.288523062	95.2808486406	129.952434164
88.6 109.180640167	95.1716962816	129.84536525
88.4 109.072600686	95.06244954	129.738035148
88.2 108.964845643	94.9532335964	129.630441862
88 108.857791975	94.84412241	129.52264598
87.8 108.750244417	94.734103298	129.415316304
87.6 108.642510706	94.6239696916	129.307650668
87.4 108.534561831	94.5137518195	129.199755889
87.2 108.426648372	94.4045461952	129.091652301
87 108.318775773	94.295387268	128.983186716
86.8 108.21044209	94.185372472	128.875329278
86.6 108.101954645	94.0752985064	128.767197626
86.4 107.993449822	93.965186519	128.65879845
86.2 107.885839519	93.8551193002	128.550164508
86 107.777966753	93.745001853	128.441831555
85.8 107.669441083	93.6339270474	128.333555728
85.6 107.560877013	93.5227311968	128.224810815
85.4 107.452435728	93.4125244464	128.115839488
85.2 107.344135004	93.302523714	128.006655937
85 107.235718578	93.192415506	127.897529975
84.8 107.126465935	93.0814145388	127.788643888
84.6 107.017030794	92.9704044801	127.679413629
84.4 106.90846189	92.8594113886	127.569895418
84.2 106.799976349	92.7483158288	127.460476071
84 106.691357493	92.637140304	127.35147649
83.8 106.58212719	92.5249279594	127.241927016
83.6 106.472860602	92.4137657846	127.132054138
83.4 106.363641995	92.3028491202	127.022018964
83.2 106.254307615	92.1918453636	126.912201875
83 106.144874513	92.080741614	126.802072108
82.8 106.034880793	91.9687830681	126.691962588
82.6 105.925735914	91.8568152504	126.581389922
82.4 105.816868773	91.7447163344	126.470779354
82.2 105.70780763	91.6324998198	126.360583538
82 105.598525375	91.520220667	126.250127733
81.8 105.488599662	91.4081310181	126.139328444
81.6 105.378735064	91.2962704542	126.02826799
81.4 105.268724138	91.1843231322	125.917585819
81.2 105.158564353	91.0722704494	125.806837386
81 105.048271656	90.960167881	125.695626706
80.8 104.938000915	90.8471682778	125.584456772
80.6 104.828251847	90.7340527294	125.472938612
80.4 104.718405721	90.6208299994	125.361685704
80.2 104.608437803	90.5075212144	125.250295907
80 104.498357452	90.39556355	125.138522416
79.8 104.387806662	90.2826415196	125.026405518
79.6 104.277095533	90.169701344	124.914791191
79.4 104.166247439	90.0566688915	124.803142363
79.2 104.055276969	89.9435449676	124.691193759
79 103.944858238	89.830392078	124.578903496
78.8 103.834212586	89.7161802204	124.466802454
78.6 103.723558736	89.6018609586	124.354576297
78.4 103.612874383	89.487631775	124.242146289
78.2 103.502160846	89.3747935476	124.129527008
78 103.391572453	89.26188913	124.016453326
77.8 103.280109175	89.1478926004	123.903718701
77.6 103.168414336	89.0338844883	123.790871197
77.4 103.056529977	88.9197400576	123.677739501
77.2 102.945294158	88.8054719152	123.564333355
77 102.834783137	88.691165656	123.45099701
76.8 102.723659336	88.5756842792	123.337966862
76.6 102.612500471	88.4607371553	123.224478316
76.4 102.501122039	88.3468502744	123.110788471
76.2 102.389383224	88.2328867496	122.996934374
76 102.277603611	88.1188232	122.883476362
75.8 102.165010187	88.0036631435	122.769700882
75.6 102.052275597	87.8884395606	122.655590778
75.4 101.940355723	87.7731129022	122.541175301
75.2 101.82914272	87.6576954008	122.426869777
75 101.717830747	87.542266428	122.312599003
74.8 101.605905909	87.4266819763	122.19810158
74.6 101.493976002	87.3116527916	122.083259868
74.4 101.381600846	87.1965363772	121.968534737
74.2 101.26897679	87.0813133323	121.854333758
74 101.156321734	86.966012653	121.739686906
73.8 101.04279241	86.8496521946	121.624712026
73.6 100.930291726	86.7332225682	121.509353157
73.4 100.818331235	86.616705233	121.394073971
73.2 100.706218499	86.5001206149	121.278629339
73 100.593940109	86.385108754	121.16290617
72.8 100.480898026	86.2688551516	121.046674752
72.6 100.367756151	86.1525558352	120.930982553
72.4 100.254462925	86.0361600785	120.81553286
72.2 100.141040212	85.9197249618	120.699770582
72 100.027601987	85.803286001	120.58365494
71.8 99.9144164318	85.6856562706	120.467703104
71.6 99.801556757	85.5679347996	120.351402017
71.4 99.6885843994	85.450836697	120.234746891
