Author,Sample,Larger_Region,Region,Province,TAS_Description,Alkalinity,Age,Uncertainty,Method,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
LeMasurier_2016,85-32Ed,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basanite,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,44.47,3.58,14.51,13.112086,10.64,5.82,0.23,1.04,2.86,1.27,,,4.4,27.17,-,330,33,39.06,25.5,41.77,103.7,18,9,890.1,26.35,143.1,31.03,1.05,0.04,0.12,283.6,32,68.69,9.01,38.53,7.78,2.69,7.15,0.95,5.25,0.97,2.51,1.99,0.27,3.28,1.72,,1.19,2.41,0.67,-,,,,
LeMasurier_2016,85-32Gd,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basalt,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,45.08,4.16,13.69,14.626114,10.53,5.36,0.26,0.68,2.91,0.96,,,4.74,34.06,-,386,28,46.04,23.7,61.83,120.4,19,5.75,469,25.55,143.7,26.94,1.19,0.03,0.03,998.9,26.02,57.04,7.75,33.52,7.23,3.05,6.85,0.92,5.14,0.94,2.44,1.96,0.26,3.39,1.52,,1.02,1.86,0.53,-,,,,
LeMasurier_2016,85-32Bd/ f,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basalt,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,45.13,4.2,13.62,14.668238,10.35,5.5,0.26,0.66,3.05,0.95,,,3.3,33.55,-,388,25,44.84,22.6,59.87,118,21,5.78,469.8,25.32,140.7,26.54,1.18,0.03,0.03,1034.5,25.72,56.39,7.63,33.55,7.1,3.02,6.78,0.91,5.13,0.94,2.44,1.92,0.26,3.34,1.5,,1,1.87,0.54,0.703165,0.512839,20.01,15.691,39.463
LeMasurier_2016,85-33Fd,Australiasia_Antarctica,Antarctica,Marie_Byrd,Picrobasalt,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,44.41,2.56,15.2,11.552226,11.86,8.75,0.18,0.47,2.27,0.51,,,4.06,29.23,-,291,170,48.75,92.4,57.03,85.4,18,6.46,578.8,18.2,124.4,28.7,1.02,0.03,0.07,180.2,20.58,43.61,5.57,23.67,4.92,1.71,4.71,0.63,3.6,0.66,1.74,1.43,0.19,2.89,1.55,,0.95,2.05,0.83,-,,,,
LeMasurier_2016,85-33Bd,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basanite,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,44.96,4.07,13.86,14.297998,10.09,5.52,0.24,0.78,2.9,0.91,,,3.75,32.43,-,371,30,44.21,23.5,58.76,115.8,19,5.11,454,24.91,133.3,25.57,1.12,0.03,0.06,1019.9,24.82,54.52,7.33,32.26,6.9,2.9,6.57,0.89,4.92,0.91,2.38,1.87,0.25,3.25,1.41,,1.01,1.79,0.42,-,,,,
LeMasurier_2016,85-35Bc,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basalt,Alkaline,8.84,0.13,Ar-Ar,-75.35,-110.7,46.42,4.28,16.12,12.65437,10.49,4.02,0.2,0.86,3.33,0.49,,,,,-,310,33,36,20,63,87,24,17,580,24,161,35,,,,211,21,62,,,,,,,,,,,,,,,,,,,,,,
LeMasurier_2016,85-34c,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basanite,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,45.83,2.94,15.26,12.385252,9.02,6.89,0.23,1.43,4.24,0.82,,,,,-,246,175,43,84,54,94,20,19,904,32,229,51,,,,236,52,83,,,,,,,,,,,,,,,,,,,,,,
Lee_2015,TRDR01,Australiasia_Antarctica,Antarctica,Ross_Island,Foidite,Alkaline,0.515,0.055,Stratigraphic,-76.104,169.211,40.51,2.65,12.58,12.45,9.87,9.81,0.2,1.83,3.89,0.82,,4.89,9.4,,,,,,121,,,,38.1,818,27.2,224,91.4,,0.5,618,62.3,114.6,12.9,47.9,9,2.7,7.8,1.1,5.9,1.1,2.9,0.4,2.3,0.3,5.2,5.8,,3.4,8.5,2.2,0.703405,0.512963,19.3734,15.6036,39.0068
Lee_2015,TRDR02,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.333,0.03,K-Ar,-76.104,169.211,42.39,2.93,14.28,12.41,11.88,7.17,0.17,1.98,4.97,0.96,,0.55,6.9,,,,,,70,,,,48.4,999,31.5,266,107.9,,0.7,767,77.8,143.5,15.7,59.8,11.1,3.4,9.5,1.2,6.8,1.2,3.3,0.4,2.7,0.4,6,6.7,,3.8,9.8,2.4,0.703082,0.512971,19.4344,15.6013,39.0203
Lee_2015,TRDR03,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.568,0.05,K-Ar,-76.104,169.211,42.11,2.83,13.93,12.44,11.89,7.68,0.19,1.94,4.75,0.91,,1.09,6.5,,,,,,81,,,,49,932,29.2,259,105.2,,0.8,800,68.2,125.3,14.1,54.5,10,3.1,9.3,1.2,6.8,1.2,3.1,0.4,2.6,0.4,5.9,6.4,,3.9,9.3,2.3,0.702998,0.512963,19.4108,15.5984,38.9991
Lee_2015,TRDR04,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.455,0.04,K-Ar,-75.955,165.65,43.74,3.95,13.19,14.16,11.7,8.28,0.2,0.96,2.74,0.57,,0.51,5.6,,,,,,135,,,,26,671,23,237,56.4,,0.4,309,43.5,90.7,10.8,43.1,8.4,2.6,7.3,1,5.3,0.9,2.4,0.3,1.9,0.3,5.9,3.9,,3.5,6.5,1.4,0.702996,0.512896,19.5653,15.6362,39.1856
Lee_2015,MMVFA01,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.278,0.03,K-Ar,-74.232,164.717,47,2.9,14.46,15.31,7.93,4.04,0.27,1.79,4.33,1.63,,0.19,7.5,,,,,,3,,,,29.5,875,37.9,251,71,,0.3,823,66.4,138.3,17.1,70.7,13.8,5.7,12.1,1.6,8.5,1.5,3.9,0.5,2.9,0.4,6.1,4.7,,3.4,5.9,1.4,0.703805,0.512896,19.3532,15.6398,39.324
Lee_2015,MMVFA02,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,0.245,0.085,Stratigraphic,-74.232,164.717,46.79,2.87,15.73,12.58,8.83,5.5,0.19,1.52,3.91,0.83,,1.67,5.7,,,,,,55,,,,33.3,905,22.6,292,77.3,,0.4,494,43.5,89.2,10.6,41.9,7.7,2.9,6.9,1,5.1,0.9,2.4,0.3,2,0.3,6.8,4.9,,2.5,5.6,1.5,0.703062,0.512933,19.6829,15.6222,39.3436
Lee_2015,MMVFA03,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,0.245,0.085,Stratigraphic,-74.232,164.717,46.39,2.84,13.97,14.59,8.79,4.47,0.25,1.7,3.64,1.5,,1.67,7,,,,,,3,,,,31.5,896,25.7,261,69.6,,0.5,865,44.1,93.5,11.5,48.2,9.3,4.4,8.5,1.1,5.9,1,2.7,0.3,2.2,0.6,6,4.3,,3,4.2,1,0.703781,0.512893,19.274,15.6396,39.2885
Lee_2015,MMVFA04,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,0.205,0.01,K-Ar,-74.232,164.717,46.38,3.24,15.85,13.7,9.3,4.98,0.21,1.49,3.75,1.31,,0,5.4,,,,,,29,,,,22.5,874,29.2,195,52,,0.1,693,46.5,97.5,12.3,52,10.2,4.2,9.2,1.2,6.6,1.2,3,0.4,2.3,0.3,4.9,3.7,,2.6,4.6,1,0.70398,0.512863,19.24,15.6432,39.3711
Lee_2015,MMVFA05,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.245,0.085,Stratigraphic,-74.232,164.717,44.71,3.33,14.72,13.86,10.64,7.22,0.18,1,3.18,0.89,,0.14,4.5,,,,,,79,,,,18.6,764,23.6,169,44.3,,0.2,397,33.3,70.3,8.8,37.8,7.6,3,7.1,1,5.4,1,2.5,0.3,1.8,0.3,4.2,3.1,,2.3,3.3,0.9,0.703328,0.512914,19.3819,15.6365,39.2853
Lee_2015,MMVFA06,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,0.119,0.02,K-Ar,-74.35,164.69,49.14,3.38,15.52,12.4,8.96,4.34,0.18,1.72,3.89,0.76,,0,7.9,,,,,,24,,,,45.2,680,30.5,258,63.1,,0.7,503,44.7,92.4,11.1,44.8,9.1,3,8.4,1.2,6.7,1.2,3.3,0.4,2.6,0.4,6.3,4.5,,4.7,7.3,1.8,0.703861,0.512857,19.0198,15.6644,39.2192
Lee_2015,MELB01,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,1.253,0.09,K-Ar,-75.5,165,49.99,2.61,14.67,14.27,6.89,3.58,0.23,1.99,4.4,1.56,,0,8.4,,,,,,5,,,,35.9,884,30.7,369,80,,0.2,692,41.6,92,11.7,48.9,9.9,4,8.9,1.2,6.7,1.2,3.2,0.4,2.8,0.4,8.2,4.3,,2.9,4.9,1.1,0.703883,0.512841,19.1124,15.6593,39.1625
Lee_2015,MMVFB02,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,1.338,0.07,K-Ar,-75.5,165,49.35,2.65,14.72,14.54,7.08,3.72,0.23,1.94,4.24,1.62,,0,8.2,,,,,,5,,,,33.7,824,42.3,318,76.7,,0.3,633,65,140.3,17.2,72.5,14.4,4.8,12.9,1.8,9.7,1.7,4.4,0.6,3.4,0.5,7.6,4.9,,3.5,6,1.3,0.703913,0.512839,19.104,15.6577,39.1561
Lee_2015,MMVFB03,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.312,0.09,K-Ar,-75.5,165,47.53,2.76,15.15,14.75,7.49,3.81,0.23,1.98,4.39,1.67,,0,7.5,,,,,,5,,,,40.4,843,24.4,346,75.6,,0.8,702,36.2,76.8,9.6,39.5,7.8,3.3,6.9,1,5.5,1,2.7,0.4,2.5,0.4,8,4,,4.6,4.6,1.1,0.703977,0.512843,19.0438,15.6549,39.1008
Lee_2015,MMVFB04,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.325,0.07,K-Ar,-75.5,165,47.66,2.76,15.09,15.1,7.38,3.87,0.24,2,4.54,1.75,,,8.7,,,,,,6,,,,38.5,866,48.8,349,82.6,,0.4,690,72.8,154.1,19.2,80,16.1,5.2,14.2,1.9,10.5,1.9,4.9,0.6,3.8,0.5,8,5.2,,4.5,6.5,1.7,0.70391,0.512839,18.5096,15.6809,39.0118
Martin_2013,OU78634,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,15.05,3.65,Stratigraphic,-78.54911667,164.53895,45.63,3.72,14.73,12.291268,9.41,6.91,0.22,1.81,3.94,1.06,,-0.63,,,,414,218,59,170,,,46.2,35.6,999,23.9,231,50,,,393,47.5,96.3,10.1,43.4,8.69,2.74,5.81,1.16,4.22,1.03,,,0.82,,9.2,2.14,,439,3.37,,0.70335,0.512852,19.579,15.645,39.268
Martin_2013,OU78529,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,3,3,Stratigraphic,-78.37675,163.78955,47.19,2.97,16.36,10.57,9.25,5.24,0.21,1.68,4.45,0.98,,-0.18,,16.5,,152,180,44.7,48.4,,,23.6,31.5,851,24.9,246,,,52.9,478,47.2,102,12.6,47.5,7.63,3.42,6.45,1.56,4.84,1.18,3.08,2.37,,,6.7,,2.49,4.01,4.6,,,,,,
Martin_2013,OU78584,Australiasia_Antarctica,Antarctica,Ross_Island,Trachybasalt,Alkaline,3,3,Stratigraphic,-78.48835,164.3916667,46.38,2.78,16.21,10.38,9.87,7.54,0.2,1.34,4.01,0.93,,-0.53,,20.3,,221,292,60.2,128,,,19.6,25.2,1268,26.2,217,,,53.5,697,56.8,113,13.1,51.8,8.64,3.73,7.25,1.85,6.55,1.11,2.77,2.05,0.41,0.3,4.84,,2.96,3.9,4.82,,,,,,
Martin_2013,OU78530,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37678333,163.7947,48.06,2.91,16.73,10.32,8.21,4.31,0.22,1.85,4.95,1.11,,0.13,,17,,159,28,-,13,,,19,33,936,29,276,,,73,769,65,128,-,54,-,-,-,-,-,-,-,-,-,-,-,,-,7,5,,,,,,
Martin_2013,OU78533,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.36896667,163.8091167,43.15,3.78,14.14,12.1,12.16,8.37,0.2,1.25,3.3,0.69,,-0.31,,30,,335,348,-,107,,,18,12,899,24,197,,,56,447,42,74,-,41,-,-,-,-,-,-,-,-,-,-,-,,-,5,3,,,,,,
Martin_2013,OU78537,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.38328333,163.88495,45.81,3.1,15.52,11.51,9.52,7.55,0.21,1.53,4.09,0.73,,-0.66,,23,,236,244,-,113,,,18,20,879,26,260,,,64,460,48,84,-,42,-,-,-,-,-,-,-,-,-,-,-,,-,6,5,,,,,,
Martin_2013,OU78539,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37965,163.8932333,45.82,3.14,15.53,11.61,9.66,7.66,0.21,1.53,4.19,0.74,,-0.67,,23,,243,241,-,106,,,18,29,852,26,259,,,65,468,49,94,-,44,-,-,-,-,-,-,-,-,-,-,-,,-,6,4,,,,,,
Martin_2013,OU78541,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.39986667,163.8434833,43.86,3.21,15.73,11.58,10.38,7.3,0.2,1.44,3.75,0.66,,0.89,,23,,287,173,-,78,,,19,13,732,25,239,,,63,417,46,92,-,47,-,-,-,-,-,-,-,-,-,-,-,,-,6,5,,,,,,
Martin_2013,OU78542,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.40098333,163.8372667,46.83,2.69,16.25,10.98,8.44,6.01,0.22,1.85,4.76,0.86,,0.63,,18,,167,149,-,60,,,19,36,1001,29,313,,,74,646,66,134,-,51,-,-,-,-,-,-,-,-,-,-,-,,-,6,7,,,,,,
Martin_2013,OU78543,Australiasia_Antarctica,Antarctica,Ross_Island,Basalt,Alkaline,3,3,Stratigraphic,-78.39716667,163.8308,45.01,2.86,15.23,10.79,10.95,7.67,0.2,1.36,3.59,0.62,,0.72,,26,,268,362,-,96,,,19,11,701,24,236,,,61,413,48,87,-,38,-,-,-,-,-,-,-,-,-,-,-,,-,5,4,,,,,,
Martin_2013,OU78546,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37748333,163.7500833,45.61,3.79,16.31,12.37,8.76,5.33,0.21,1.6,4.42,1.02,,-0.39,,20,,216,14,-,21,,,18,21,1301,25,285,,,68,775,63,122,-,55,-,-,-,-,-,-,-,-,-,-,-,,-,4,3,,,,,,
Martin_2013,OU78549,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37271667,163.7008667,45.25,3.36,15.53,11.25,10.37,7.3,0.21,1.48,4.09,0.81,,-0.42,,24,,258,297,-,97,,,18,26,967,26,267,,,70,468,50,113,-,56,-,-,-,-,-,-,-,-,-,-,-,,-,4,5,,,,,,
Martin_2013,OU78552,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.35416667,164.1265667,44.54,3.32,15.31,11.61,11.49,7.42,0.19,1.27,3.74,0.69,,-0.28,,28,,285,250,-,89,,,18,14,827,24,208,,,53,477,42,76,-,36,-,-,-,-,-,-,-,-,-,-,-,,-,4,4,,,,,,
Martin_2013,OU78555,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37596667,164.2323667,44.05,3.93,14.98,12.62,11.35,7.32,0.19,1.05,3.33,0.66,,-0.51,,28,,313,179,-,81,,,18,9,783,23,190,,,47,353,39,63,-,37,-,-,-,-,-,-,-,-,-,-,-,,-,3,3,,,,,,
Martin_2013,OU78556,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.50225,163.5329833,48.39,2.6,16.33,9.36,8.34,6.08,0.2,2.46,5.17,0.59,,-0.2,,23,,247.4,281.3,60.7,101.3,,,23.5,86.1,836,27.7,524,,,89.6,413,69.7,130,13.6,46.8,9.34,2.4,6.56,1.74,5.77,1.07,3.12,3.28,0.39,0.38,9.26,,5.47,9.42,14,,,,,,
Martin_2013,OU78558,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.50398333,163.75805,44.72,3.82,15.43,12.31,9.36,5.77,0.24,2.17,4.76,1.17,,-0.63,,19,,218,78,-,42,,,17,30,1578,30,282,,,89,790,72,153,-,61,-,-,-,-,-,-,-,-,-,-,-,,-,6,6,,,,,,
Martin_2013,OU78559,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.45168333,163.8066333,44.2,3.55,14.74,11.81,11.39,8.65,0.21,1.12,3.64,0.67,,-0.43,,27.1,,305,363,64.3,145,,,18.9,28.7,794,23.7,222,,,54.2,340,44.6,91.3,10.5,42.1,8.58,2.43,6.88,1.54,5.37,0.97,2.46,2.18,0.34,0.29,5.19,,3.09,3.4,5.22,,,,,,
Martin_2013,OU78560,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.38796667,164.1225167,42.7,3.92,15.75,13.01,12.56,7.19,0.2,0.93,2.99,0.71,,-0.48,,26,,357,102,-,54,,,18,9,935,23,182,,,50,367,28,70,-,38,-,-,-,-,-,-,-,-,-,-,-,,-,3,3,,,,,,
Martin_2013,OU78561,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37775,164.1287167,45.88,3.7,16.69,11.57,8.94,5.07,0.22,1.77,4.35,1.22,,-0.51,,29,,285,377,-,161,,,17,17,857,23,237,,,65,551,56,103,-,44,-,-,-,-,-,-,-,-,-,-,-,,-,4,4,,,,,,
Martin_2013,OU78570,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.38005,164.1517167,44.09,3.31,15.19,12.35,12.49,7.99,0.2,0.81,3.02,0.67,,-0.58,,33,,342,183,-,69,,,18,7,738,21,157,,,40,317,33,60,-,36,-,-,-,-,-,-,-,-,-,-,-,,-,4,3,,,,,,
Martin_2013,OU78574,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.40768333,164.2789833,45.85,3.7,16.69,11.56,8.93,5.08,0.22,1.77,4.36,1.21,,-0.15,,17,,223,50,-,12,,,18,20,1313,25,257,,,76,617,59,103,-,59,-,-,-,-,-,-,-,-,-,-,-,,-,3,5,,,,,,
Martin_2013,OU78586,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.47483333,164.0127,46.95,3.21,16.89,10.63,7.73,4.09,0.24,1.93,4.88,1.63,,0.74,,11,,111,7,-,3,,,16,17,1549,32,255,,,81,776,55,125,-,53,-,-,-,-,-,-,-,-,-,-,-,,-,6,4,,,,,,
Martin_2013,OU78593,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.40926667,164.1223167,45.07,2.88,15.57,10.81,11.28,7.93,0.21,1.45,3.91,0.82,,-0.44,,25,,247,334,-,112,,,18,21,871,25,232,,,69,487,51,88,-,44,-,-,-,-,-,-,-,-,-,-,-,,-,5,5,,,,,,
Martin_2013,OU78598,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.46398333,163.6428833,44.21,3.78,15.59,12.29,11.24,6.2,0.21,1.51,3.93,0.82,,-0.56,,22,,347,86,-,36,,,19,21,1024,26,234,,,66,496,40,80,-,47,-,-,-,-,-,-,-,-,-,-,-,,-,5,5,,,,,,
Martin_2013,OU78599,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.46791667,163.6437167,43.87,3.87,15.61,12.3,11.68,6.4,0.21,1.43,3.66,0.82,,-0.59,,27,,345,104,-,41,,,19,17,997,25,219,,,60,471,45,88,-,43,-,-,-,-,-,-,-,-,-,-,-,,-,3,4,,,,,,
Martin_2013,OU78601,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.4794,163.62295,44.83,3.92,15.62,11.36,11.36,6.15,0.21,1.53,4.04,0.79,,-0.44,,24,,313,108,-,45,,,19,23,985,27,265,,,72,516,50,90,-,54,-,-,-,-,-,-,-,-,-,-,-,,-,4,5,,,,,,
Martin_2013,OU78602,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.46971667,163.5764167,44.74,4.19,16.64,11.27,9.65,4.97,0.22,1.67,4.38,0.99,,0.28,,16.5,,256,23.2,53,21.7,,,20.2,33.5,1330,30.1,289,,,68.7,458,60,121,14.5,57.9,10.8,3.41,9.02,1.92,6.93,1.16,2.78,2.76,0.37,0.36,5.99,,4.11,4.47,6.2,,,,,,
Martin_2013,OU78603,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.46475,163.5804167,44.28,3.6,14.61,11.88,12.27,8.18,0.2,1.12,3.19,0.71,,-0.54,,32,,332,383,-,93,,,17,9,889,25,192,,,49,381,38,69,-,37,-,-,-,-,-,-,-,-,-,-,-,,-,5,3,,,,,,
Martin_2013,OU78606,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.495,164.0042667,45.45,2.79,15.17,11.11,9.69,8.11,0.21,1.74,4.17,0.86,,-0.4,,17,,180,225,-,126,,,17,31,1233,26,232,,,76,635,62,124,-,46,-,-,-,-,-,-,-,-,-,-,-,,-,6,3,,,,,,
Martin_2013,OU78509,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37168333,163.8043833,43.29,3.52,15.83,11.09,8.69,5.57,0.19,1.63,4.18,0.96,,4.68,,1,,6,,-,3,,,36,160,6,85,937,,,167,5,153,260,-,125,-,-,-,-,-,-,-,-,-,-,-,,-,21,22,,,,,,
Martin_2013,OU78531,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37571667,163.8064,43.83,3.73,14.55,12.36,10.36,9.51,0.2,1.05,3.38,0.58,,-0.64,,27,,311,351,-,164,,,17,6,781,23,186,,,46,333,30,63,-,33,-,-,-,-,-,-,-,-,-,-,-,,-,3,1,,,,,,
Martin_2013,OU78534,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37343333,163.8130833,44,3.57,14.43,12.19,10.29,9.77,0.2,1.02,3.48,0.57,,-0.71,,26,,299,380,-,187,,,17,16,726,23,185,,,51,305,36,65,-,41,-,-,-,-,-,-,-,-,-,-,-,,-,3,2,,,,,,
Martin_2013,OU78535,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37348333,163.8282333,44.14,3.64,14.82,12.16,10.27,9.09,0.2,1.18,3.54,0.61,,-0.69,,20.1,,247,287,59.5,139,,,20.2,17.8,776,21.7,180,,,37.3,250,31.5,64,7.97,34.2,8.15,2.24,6.47,2.1,5.98,1.11,3.27,2.01,,,5.14,,2.43,3.12,3.23,,,,,,
Martin_2013,OU78536,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.38068333,163.8348167,43.26,3.75,13.73,12.67,9.73,11.25,0.2,1.08,3.37,0.55,,-0.78,,24,,296,765,-,279,,,16,16,833,23,176,,,51,361,29,55,-,40,-,-,-,-,-,-,-,-,-,-,-,,-,3,2,,,,,,
Martin_2013,OU78538,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.36788333,163.8965833,43.16,3.45,13.33,12.47,10.67,11.11,0.21,1.33,3.24,0.75,,-0.78,,28,,286,450,-,115,,,16,12,1068,22,184,,,58,618,48,95,-,44,-,-,-,-,-,-,-,-,-,-,-,,-,2,3,,,,,,
Martin_2013,OU78540,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.39831667,163.8530833,44,2.74,13.93,10.87,11.1,10.49,0.19,1.19,3.27,0.58,,1.25,,27.2,,288,494,77.4,236,,,18,27.2,673,22.1,198,,,45.7,319,42.8,78,9.27,35.6,7.21,2.3,5.46,0.83,4.49,0.85,2.47,1.86,0.31,0.24,4.51,,2.75,3.56,4.18,,0.70308,0.512874,19.932,15.642,39.584
Martin_2013,OU78545,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37795,163.7497833,44.25,3.26,13.98,11.48,11.35,10.02,0.2,1.24,3.49,0.7,,-0.66,,32,,277,526,-,172,,,17,14,912,24,207,,,54,480,42,75,-,39,-,-,-,-,-,-,-,-,-,-,-,,-,3,3,,,,,,
Martin_2013,OU78547,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.3741,163.7228167,43.99,3.77,14.69,12.65,9.7,7.97,0.18,1.03,3.24,0.72,,1.37,,22,,254,241,-,91,,,18,9,1138,18,162,,,34,512,26,56,-,27,-,-,-,-,-,-,-,-,-,-,-,,-,4,3,,,,,,
Martin_2013,OU78550,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.49266667,163.4381667,44.67,2.76,13.99,10.85,10.5,10.81,0.2,1.53,3.73,0.62,,-0.46,,25,,234,532,-,206,,,17,20,764,24,246,,,68,453,58,92,-,40,-,-,-,-,-,-,-,-,-,-,-,,-,5,5,,,,,,
Martin_2013,OU78551,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.39506667,164.2375,41.95,3.77,12.5,12.24,11.73,11.96,0.2,1.32,3.09,0.96,,-0.75,,1.74,,49.1,17.6,54.7,9.96,,,18.5,60.4,143,1.29,15.8,,,10.4,383,5.35,12.1,1.93,2.58,,1.79,1.6,0.41,,0.25,0.77,,0.41,0.81,,,0.68,3.16,0.81,,,,,,
Martin_2013,OU78553,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37743333,164.2735333,43.88,3.55,13.9,11.77,11.24,9.72,0.2,1.48,3.5,0.75,,-0.66,,30,,288,348,-,168,,,17,14,810,23,215,,,60,566,46,83,-,47,-,-,-,-,-,-,-,-,-,-,-,,-,3,4,,,,,,
