Author,Sample,Larger_Region,Region,Province,TAS_Description,Alkalinity,Age,Uncertainty,Method,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
Panter_2000,TW92-165,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basalt,Alkaline,7.38,0.07,Ar-Ar,-76.71,-117.6,46.46,2.14,15.35,11.79,9.72,9.66,0.18,0.81,3.47,0.41,,0.03,,,,203,427,,224,77,77,17,18,525,25,147,34,,,249,,,,,,,,,,,,,,,,,,,,,,,,,
Panter_2000,TW92-169,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basanite,Alkaline,6.41,0.43,Ar-Ar,-76.71,-117.6,45.33,3.46,16.54,13.44,8.24,5.19,0.22,1.65,5.07,0.86,,0.67,,16.7,,139,34,,28,44,88,17,31,916,36,245,80,,0.28,393,53.7,107.4,,49.4,9.9,3.01,,1.18,,,,,2.9,0.4,6.01,4.62,,4,4.71,1.37,,,,,
Phillips_2018,RI 1,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.3764,168.0969,44.99,3.27,17.18,10.311708,8.83,3.53,0.24,2.34,5.62,1.33,,,,8.489146265,,140.8402934,0,20.3087072,0,,,,59.51866126,1717.645819,42.84412223,484.143226,157.974675,,0.676857467,826.383358,110.6203673,210.3026801,24.31261562,93.57095218,15.83564862,4.62644072,12.3788272,1.648905704,8.719052064,1.562633473,4.156489299,0.57214999,3.483816432,0.506069449,10.15112621,10.00748775,,4.987676993,11.36376784,3.077341268,0.703076,0.512911,19.6213,15.6283,39.1974
Phillips_2018,RI 3,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.3664,168.3272,44.44,3.57,16.67,10.671628,9.36,4.6,0.23,2.27,4.82,1.42,,,,11.16368268,,170.4401879,36.92373987,25.16003852,18.26133529,,,,44.15287935,1686.554144,43.21704656,437.6479808,134.4889722,,0.416654766,711.2260059,100.4897765,197.5238702,23.57060674,92.34669443,15.88855125,4.633396013,12.7632372,1.659684387,8.726416853,1.573074912,4.104426566,0.556062892,3.325071253,0.496156637,9.398494876,8.41548803,,3.608976414,8.259799807,2.271997104,0.703133,0.512897,19.7659,15.6401,39.3475
Phillips_2018,RI 25,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.5019,169.0542,46.03,2.73,16.5,9.58287,8.26,4.7,0.22,2.67,5.08,0.83,,,,13.96304066,,152.4710217,93.38680215,28.63095272,50.34812141,,,,56.89970066,1349.698981,36.81781327,452.0647168,135.7798428,,0.578562053,823.2439895,98.23961806,173.4564092,19.96944296,73.94818635,12.25398077,3.700976939,9.656998262,1.29085214,6.947807214,1.265156941,3.407374881,0.48534015,2.937685364,0.431856215,9.044857955,8.399704589,,4.546480897,9.610342765,2.859108988,0.703119,0.512907,19.7009,15.643,39.2787
Phillips_2018,RI 72,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.5058,168.7494,44.68,3.09,16.58,10.410686,8.23,4.59,0.22,2.44,5.39,0.98,,,,15.18644332,,175.1247816,23.02611338,28.54961588,24.22528765,,,,62.32400281,1566.754148,39.79428658,481.7620473,155.4291302,,0.633458385,891.2355368,99.60056128,181.2573246,20.66158584,77.04995322,13.18423008,4.008925054,10.9787855,1.442330827,7.632688884,1.398303913,3.686961842,0.526701712,3.159630097,0.481150478,10.26585791,10.1847947,,4.147198277,11.74030603,3.167864341,0.703001,0.512922,19.7419,15.6313,39.2484
Phillips_2018,RI 82,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.5142,167.9628,44.51,3.58,16.03,11.274494,9.53,7,0.22,2.44,3.97,0.87,,,,21.59214372,,241.9790951,64.14599609,39.50451212,65.59658363,,,,61.74689164,1303.409191,38.22247338,387.5490908,132.8032423,,0.734418097,837.0612375,79.77457883,145.272789,16.51249881,63.79570305,11.82546816,3.655353907,10.32030061,1.377559522,7.534864053,1.336734147,3.612755176,0.517409568,3.067969364,0.459654318,8.529429353,8.557811812,,3.510290282,10.70744572,2.866624021,0.702907,0.512959,19.4578,15.6055,38.9735
Phillips_2018,RI 96,Australiasia_Antarctica,Antarctica,Ross_Island,Phonolite,Alkaline,1.25,0.75,Stratigraphic,-77.6414,168.5744,56.12,0.39,20.07,4.45401,1.57,0.12,0.21,5.25,8.73,0.05,,,,2.327152782,,0.32099026,0,1.529138481,0,,,,124.0978924,545.8443277,34.34897584,764.5360595,208.5003115,,1.090342892,1355.198823,127.0166373,212.6066675,20.06209982,61.77347454,8.787283355,2.473981655,6.728318888,0.979575522,5.802701694,1.156659233,3.394966682,0.548866947,3.623420295,0.558450014,13.8578154,14.07701088,,6.633022914,21.70869779,5.534242259,0.703076,0.512913,19.651,15.6282,39.2058
Phillips_2018,RI 109,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.5786,168.6897,43,3.71,15.29,11.643412,11.14,6.5,0.21,1.53,3.94,1.14,,,,21.40987201,,257.594289,138.5679875,40.41967603,59.49831822,,,,35.77530632,1288.9631,35.58259985,301.1917981,96.65653591,,0.340474724,737.4764782,68.83250333,137.8928611,16.77169006,67.49610944,12.47620662,3.932693322,10.55483344,1.358190285,7.199446486,1.266002778,3.303994109,0.448341114,2.585498723,0.370469998,7.079432726,6.091152886,,2.720106513,6.066774508,1.677828397,0.703079,0.512915,19.6088,15.6166,39.15
Phillips_2018,CC 03,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.5128,169.3322,43.52,3.49,15.21,11.013552,10.35,6.79,0.2,1.74,4.02,0.84,,,,22.42056528,,245.686421,189.5621597,42.20382239,89.554025,,,,35.74260596,1241.22533,31.11430277,306.7747395,94.73936997,,0.375342221,728.8300194,62.63049058,127.0206125,15.26272112,59.43082007,10.93184212,3.598232734,8.983234507,1.213868906,6.529106092,1.180258488,3.011762195,0.410926066,2.457292532,0.357951801,6.947700862,5.774897181,,2.10158449,5.951993203,1.75264166,0.703048,0.51292,19.6812,15.6309,39.2126
Phillips_2018,CC 04,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.46,169.2014,43.8,2.73,14.46,10.005776,10.75,9.77,0.19,1.67,4.49,0.67,,,,27.17478989,,251.398788,464.5285234,49.74474995,208.7285104,,,,52.98428216,966.2845572,26.82129212,272.7499407,94.57167631,,0.594909103,595.5354656,57.01521916,112.1540256,12.52422677,47.06493197,8.703783804,2.910366374,7.265969434,0.989019122,5.475131884,1.009849209,2.668882354,0.373585318,2.237670263,0.320749457,5.919989697,5.714212802,,3.855373758,7.487884056,2.476021873,0.702975,0.512949,19.5268,15.6146,39.0721
Phillips_2018,CC 05,Australiasia_Antarctica,Antarctica,Ross_Island,Phonolite,Alkaline,1.25,0.75,Stratigraphic,-77.4656,169.21,56.14,0.42,19.78,4.750944,2.04,0.15,0.22,5.33,8.39,0.07,,,,2.795334614,,0.398781416,0,1.983514795,0,,,,128.4953631,557.4367457,34.0222607,749.8905167,215.8251402,,1.105384062,1595.951985,126.504896,212.2399698,21.6543388,66.92206514,9.228673696,2.780568953,6.860548458,1.022957085,6.004507813,1.197744285,3.543160792,0.57760237,3.729251792,0.559821786,13.65982512,14.14837851,,9.513945824,19.80978276,5.147843826,0.703096,0.512911,19.6481,15.6302,39.2137
Phillips_2018,22958,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,1.25,0.75,Stratigraphic,-77.5169,169.2689,45.6,3.18,16.89,10.446678,8.96,4.44,0.22,2.37,4.65,1.04,,,,14.97257763,,215.9797265,45.19464042,67.70019851,25.12247835,,,,51.80765665,1479.595613,34.69855203,463.1992277,132.267517,,0.572333739,788.1437806,91.48725995,174.5460702,20.23142993,74.35099249,12.57837875,3.908892662,10.48417095,1.348081536,7.592553678,1.343241072,3.579524343,0.490013336,3.068237403,0.456310912,9.033189091,9.469522855,,5.171594439,9.787019339,2.663510603,0.703115,0.512911,19.7141,15.6419,39.2849
Phillips_2018,22962,Australiasia_Antarctica,Antarctica,Ross_Island,Tephriphonolite,Alkaline,1.25,0.75,Stratigraphic,-77.4972,169.2339,53.79,0.92,19.81,5.227838,3.27,1.03,0.21,4.79,8.37,0.29,,,,5.955750415,,44.78827317,17.97218697,21.09361797,11.18774729,,,,123.7436983,612.3530815,35.61565516,799.4801439,190.2028768,,1.285751182,610.0018598,136.5911203,231.5765094,22.40879889,68.27117579,9.724071486,2.571642608,7.905654596,1.124876988,6.740781068,1.296252078,3.864781928,0.604673793,3.826322939,0.581320787,13.47274693,14.520776,,14.72212733,21.05596468,5.435740056,0.703088,0.512911,19.282,15.6127,38.859
Phillips_2018,22970,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3.5,0.5,Stratigraphic,-77.4636,169.2394,41.84,4.3,14.84,12.50722,11.66,6.85,0.21,1.45,3.71,1.08,,,,25.58897449,,338.3694137,113.3189577,67.18894374,54.06671752,,,,27.78004642,1348.436173,35.22661431,324.0606086,83.36023415,,0.296895206,548.860683,63.91406446,126.7942665,16.34845461,66.59635118,12.42297043,3.899299158,11.16774619,1.412991672,8.026968177,1.366065964,3.50053081,0.474749708,2.737860717,0.400400651,7.294232503,6.430477326,,3.298775435,5.516646631,1.298663146,0.703077,0.512904,19.6381,15.6286,39.1956
Phillips_2018,RI 93,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3.5,0.5,Stratigraphic,-77.2469,166.7458,42.88,2.67,14.04,11.60742,9.63,10.04,0.21,1.28,3.8,0.57,,,,25.63775492,,230.6331768,247.3236054,53.02545979,197.2503527,,,,38.0643306,854.4046823,32.57698816,336.2163137,83.6549157,,0.395204361,441.4643855,59.31472589,111.8428528,13.00637902,50.3326783,9.23305995,2.950461927,8.553933872,1.150972689,6.374823027,1.156171116,3.090552593,0.430459404,2.556043111,0.383997028,7.446375312,5.513377997,,1.564696919,7.199357707,1.824686549,0.702932,0.512896,19.67961301,15.62655768,39.45525284
Phillips_2018,RI 117,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3.5,0.5,Stratigraphic,-77.3169,166.5397,41.52,3.47,12.81,11.96734,11.35,10.1,0.19,1.55,2.8,0.74,,,,32.65730241,,273.8448806,413.0662124,57.8345485,217.1892358,,,,35.52534324,776.6662455,32.72289899,309.0945087,80.30176858,,0.307268389,402.2990021,52.59367799,104.8627721,12.8794746,51.71917362,10.15239685,3.130465244,9.110270776,1.212871327,6.617086027,1.179106776,3.056810698,0.422978358,2.434882743,0.351960953,7.268591178,5.070471044,,2.197357813,5.647308539,1.728645483,0.703156,0.512898,19.7376,15.6244,39.4391
Phillips_2018,LB 01,Australiasia_Antarctica,Antarctica,Ross_Island,Phonolite,Alkaline,3.5,0.5,Stratigraphic,-77.3025,167.1022,56.75,0.63,19.21,4.975894,2.71,0.54,0.2,4.98,7.91,0.16,,,,3.276298839,,13.9554977,0,4.354875084,0,,,,110.224288,413.4465577,28.63609481,595.9841137,152.6679325,,0.997908446,934.441074,86.83651457,150.5913533,14.68711241,46.82843769,7.233627401,1.996215243,5.658739522,0.84259966,4.897326903,0.975537353,2.962831505,0.470751625,3.051612484,0.482298408,10.65944074,9.788486617,,8.075282673,15.99962855,4.137974266,0.703132,0.512868,19.803,15.6317,39.6292
Phillips_2018,LB 02,Australiasia_Antarctica,Antarctica,Ross_Island,Phonolite,Alkaline,3.5,0.5,Stratigraphic,-77.3011,167.1028,55.94,0.69,19,5.155854,2.77,0.56,0.2,4.86,7.79,0.17,,,,2.779222245,,21.60424767,0.902495177,5.063894389,0,,,,106.2877475,416.3431885,25.70979731,498.193064,151.5500105,,1.02881799,904.3061133,81.99627379,149.6646863,14.05330357,44.91500437,6.782102433,1.948449011,5.38871748,0.780905955,4.490115066,0.886526379,2.700092487,0.425332417,2.839221063,0.430843622,9.66449764,9.322140846,,7.443931569,14.80791969,3.515453995,0.703126,0.512872,19.8001,15.6329,39.6306
Phillips_2018,LB 02I,Australiasia_Antarctica,Antarctica,Ross_Island,Tephriphonolite,Alkaline,3.5,0.5,Stratigraphic,-77.3011,167.1028,55.29,0.83,18.83,5.3988,3.17,0.85,0.2,4.71,7.6,0.21,,,,3.802398616,,27.78420527,0,6.420997222,0,,,,102.2631259,444.8195992,27.57321795,502.7010894,149.3312828,,0.961323805,886.5015481,81.06293101,146.5327268,14.18447239,46.13842443,7.211935376,2.045978284,5.760631632,0.82823931,4.831051353,0.952960572,2.877860051,0.4503063,2.981468993,0.450877286,9.710972269,9.237823478,,7.293037217,14.43660525,3.652015984,0.703124,0.51288,19.7912,15.6265,39.6126
Phillips_2018,RI 34,Australiasia_Antarctica,Antarctica,Ross_Island,Foidite,Alkaline,0.9,0.6,Stratigraphic,-77.7442,166.7669,40.86,4.05,12.72,12.408242,11.84,10.71,0.18,1.2,2.54,1.08,,,,30.00289132,,323.9768898,554.3719438,57.88093364,231.2922088,,,,18.01542195,978.1032146,29.99667899,222.3254828,57.66939336,,0.176318951,332.5021665,45.75857871,98.43810702,12.56909998,53.42787204,10.84268853,3.276995348,9.317203677,1.213664359,6.265972833,1.09323118,2.72236222,0.360735361,1.983089596,0.291894651,5.576155955,3.83242044,,1.774800892,3.456757557,0.975391608,0.703083,0.512895,19.8778,15.6472,39.449
Phillips_2018,HP 06,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.9,0.6,Stratigraphic,-77.7358,166.8744,42.83,4.31,15.34,12.28227,9.65,6.36,0.21,2.01,3.92,1.04,,,,24.701394,,292.5498564,58.57754323,43.19951851,51.60204479,,,,44.28937083,1142.048992,38.53721349,454.4407848,110.5084754,,0.421574056,569.9952006,81.19283365,152.9706056,18.6288811,73.92449665,13.78686325,3.978078849,11.55886202,1.526482062,7.931908318,1.4505683,3.751514736,0.502271307,3.025266465,0.438073599,10.21866013,7.564815356,,3.920314393,8.208474444,2.310709936,0.703047,0.512896,19.9257,15.6588,39.5092
Phillips_2018,3-283.2,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.9,0.6,Stratigraphic,-77.8481,166.6814,41.8,3.5,12.45,10.743612,12.07,10.99,0.18,1.2,2.95,0.73,,,,34.27271062,,287.8441557,555.7630189,76.60041997,212.1934723,,,,24.5637847,784.7778641,28.3603819,316.8125508,79.14218088,,0.197325847,350.3190936,52.77368983,109.3835164,12.92812907,50.68125853,9.931434458,2.936436482,8.266354485,1.098581167,5.800291173,1.047601955,2.679568709,0.3670452,2.142510915,0.310168377,7.214451136,5.305736768,,2.536164527,5.707204978,1.649468759,0.70298,0.512904,20.1199,15.6614,39.6912
Phillips_2018,D3-WC (3-372.27),Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.9,0.6,Stratigraphic,-77.8481,166.6814,42.46,3.47,12.35,11.06754,11.53,11.79,0.18,1.34,2.89,0.72,,,,34.79874051,,281.7811048,575.6350289,133.5806703,247.587289,,,,26.30078764,799.1906446,29.90603709,333.7904131,80.99932075,,0.349504687,364.6941761,54.73139163,109.9107538,13.65905546,53.71494618,10.44765459,3.024101727,8.701393034,1.170779841,6.235243457,1.142575507,2.911639045,0.391784063,2.354470223,0.339018596,7.7931055,6.818598279,,2.897566295,6.088074353,1.742490278,0.703011,0.512903,20.0924,15.6559,39.6685
Phillips_2018,22888,Australiasia_Antarctica,Antarctica,Ross_Island,Phonolite,Alkaline,0.9,0.6,Stratigraphic,-77.8467,166.6997,56.33,0.57,20.81,3.23928,2.12,0.47,0.17,4.83,9.41,0.12,,,,5.032190969,,20.02741191,3.67997589,41.78551092,3.162141059,,,,135.5056935,708.133458,30.78009674,957.3878508,218.2491258,,1.697068876,774.687288,138.9249661,221.4124879,19.7056296,57.12465442,7.446749075,2.13442279,5.874724815,0.865206607,5.313501542,1.036465842,3.183962412,0.523296819,3.668776598,0.57835706,17.33262663,12.00669423,,14.62101456,28.69973301,8.37377996,0.703051,0.512889,20.2406,15.6679,39.796
Phillips_2018,RI 61,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.9,0.6,Stratigraphic,-77.5797,166.2875,44.42,3.18,16.84,11.130526,9.18,4,0.25,2.06,4.82,1.65,,,,10.31722009,,128.6026706,0,23.39574288,2.8288921,,,,42.17688764,1399.678304,45.4062091,459.8553326,144.8740781,,0.280306272,605.3709002,104.2319498,207.9806831,24.52459782,96.21030824,16.51736974,4.874332657,13.54923693,1.736968761,9.30501439,1.633218173,4.320503124,0.602440867,3.483199516,0.517926028,10.02903926,9.342115174,,3.591927157,9.640712321,2.400028252,,0.5129,,,
Phillips_2018,RI 111,Australiasia_Antarctica,Antarctica,Ross_Island,Trachyandesite,Alkaline,0.9,0.6,Stratigraphic,-77.4678,167.1181,56,0.91,18.46,7.42335,3.76,0.98,0.28,3.49,6.41,0.29,,,,3.819653001,,2.079490831,0.645422777,4.960327995,0.644983357,,,,86.89626242,897.4451756,36.8238143,730.494298,184.6286339,,0.971471501,897.8718523,117.381213,213.0210268,22.27095412,75.00438662,11.42401432,3.206563424,8.424507129,1.199375614,6.869160354,1.311166959,3.709752067,0.586165916,3.652478851,0.567933683,14.22333561,11.77202875,,7.764281006,17.03640233,4.960516939,0.702921,0.512907,19.916,15.6377,39.5616
Phillips_2018,RI 96,Australiasia_Antarctica,Antarctica,Ross_Island,Phonolite,Alkaline,0.9,0.6,Stratigraphic,-77.6414,168.5744,55.72,0.39,20.01,4.445012,1.57,0.11,0.21,5.24,8.76,0.06,,,,2.284325341,,0.259082424,0,1.615785764,0,,,,125.522281,534.366648,33.02364714,737.1988422,205.201102,,1.057019888,1334.087676,120.4296418,205.9587536,19.50031916,59.10482071,8.25961163,2.35650054,6.323118467,0.91924949,5.388150593,1.06662835,3.254563259,0.528605464,3.448920646,0.54081212,13.00572889,13.65055638,,6.557042248,20.2098474,5.403953625,,,,,
Phillips_2018,CC 03,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.9,0.6,Stratigraphic,-77.5128,169.3322,43.96,3.53,15.36,11.166518,10.45,6.8,0.2,1.76,4.05,0.85,,,,21.82928014,,246.3742499,199.3048768,41.1434054,90.34511736,,,,34.50588802,1224.913594,32.24331733,311.9417471,96.09667297,,0.336853707,702.9288989,63.16816758,127.2405348,15.20248169,59.9100436,11.01475383,3.480253746,9.168465668,1.214758368,6.403025935,1.123239819,2.924859706,0.40929605,2.365597591,0.340729676,6.897033238,5.751822664,,2.001310543,5.812316255,1.666444597,,,,,
Phillips_2018,RI 93,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.9,0.6,Stratigraphic,-77.2469,166.7458,43.41,2.71,14.16,11.778382,9.75,10.11,0.21,1.29,3.84,0.57,,,,25.05058534,,234.5138584,251.540499,54.34732223,199.0625822,,,,39.11095201,841.1481674,30.74336888,323.7872263,84.33535456,,0.415032097,440.0029842,56.76545667,110.2242385,12.88664679,48.73035702,9.043577562,2.811404874,7.891209156,1.092499115,5.999655629,1.080969341,2.891410135,0.414609668,2.393039751,0.351383672,7.007511903,5.242090217,,1.585516218,6.735350935,1.824370304,,,,,
Phillips_2018,RI 117,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,0.9,0.6,Stratigraphic,-77.3169,166.5397,41.39,3.43,12.74,11.850366,11.27,10.06,0.19,1.54,2.8,0.74,,,,30.68373864,,275.0005606,412.5902595,58.21236679,216.4553966,,,,36.04840646,775.9028713,31.93717038,298.6945327,79.84685258,,0.305688438,403.6947829,51.92102678,105.672423,12.86086127,51.74128833,9.962024904,3.119882471,9.023184719,1.211779334,6.513004589,1.147869738,2.944387333,0.409738918,2.382982988,0.344625038,7.180938962,5.105529943,,2.211593487,5.583060542,1.750248788,,,,,
Phillips_2018,LB 02I,Australiasia_Antarctica,Antarctica,Ross_Island,Tephriphonolite,Alkaline,0.9,0.6,Stratigraphic,-77.3011,167.1028,55.45,0.83,18.85,5.389802,3.17,0.85,0.2,4.71,7.61,0.21,,,,3.502407244,,28.1437485,0,6.408205735,0,,,,103.4341397,441.6992625,27.27272995,501.0404082,148.9651346,,0.947818323,878.2953238,79.97642411,144.9429841,14.11666408,45.3760423,7.11736129,1.997551975,5.629581013,0.824389332,4.760313169,0.943531344,2.767914996,0.441350462,2.897546538,0.440435834,9.531266903,9.088561407,,7.056790094,14.39484709,3.703223247,,,,,
Phillips_2018,22888,Australiasia_Antarctica,Antarctica,Ross_Island,Phonolite,Alkaline,0.9,0.6,Stratigraphic,-77.8467,166.6997,56.3,0.57,20.85,3.23928,2.12,0.46,0.17,4.83,9.39,0.12,,,,5.234228823,,20.02520972,4.049670517,44.70069705,2.994969962,,,,138.9999109,738.050488,31.95501751,970.9094878,234.2361977,,1.682751886,783.799715,142.4257693,229.1230348,20.47059151,59.86234565,8.029696537,2.162658312,5.899669137,0.875303987,5.090735788,1.063448878,3.197762144,0.542339703,3.645942858,0.572548416,17.83919674,11.66270193,,15.50959625,28.98669741,8.863279038,,,,,
LeMasurier_2016,85-5C3,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basanite,Alkaline,0.1,0.1,Stratigraphic,-76.25,-112,48.48,3.14,14.44,12.212326,7.71,3.78,0.29,1.96,4.88,1.27,,,,,,205,9,26,9,34,139,22,32,593,43,243,50,,,,657,,,,,,,,,,,,,,,,,,,,,,,,
LeMasurier_2016,85-5E1,Australiasia_Antarctica,Antarctica,Marie_Byrd,Trachybasalt,Alkaline,0.1,0.1,Stratigraphic,-76.25,-112,48.64,3.28,14.5,12.757456,7.88,3.99,0.28,1.83,4.41,1.35,,,,,,206,7,27,4,8,137,21,29,600,45,249,52,,,,597,,,,,,,,,,,,,,,,,,,,,,,,
LeMasurier_2016,67-67A,Australiasia_Antarctica,Antarctica,Marie_Byrd,Trachybasalt,Alkaline,0.1,0.1,Stratigraphic,-76.25,-112,48.51,3.28,14.85,12.75,7.89,3.94,0.29,1.99,4.54,1.38,,,8.91,21.6,20177,159,4.39,29.5,6.9,22.6,147,26.6,32.2,607,48.7,290,60.3,1.94,0.06,0.28,648,59,125,17.6,72.7,14.1,4.26,12.6,1.76,9.15,1.76,4.41,3.42,0.5,6.2,3.63,,4.51,4.73,1.24,0.703546,0.51278,19.706,15.677,39.422
LeMasurier_2016,85-17C,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basanite,Alkaline,0.1,0.1,Stratigraphic,-76.25,-112,45.16,4.43,14.18,13.822486,9.06,4.87,0.26,1.25,4.18,1.66,,,,,,256,6,31,0,26,112,20,20,793,40,214,48,,,,585,,,,,,,,,,,,,,,,,,,,0.703386,0.512789,20.243,15.737,39.993
LeMasurier_2016,85-19,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basanite,Alkaline,0.1,0.1,Stratigraphic,-76.25,-112,44.62,3.66,15.26,13.758118,10.1,6.34,0.21,0.83,3.4,0.62,,,5.03,29.4,22431,369,24,52.6,37.4,53.2,108,22.7,15.4,750,27.6,192,37.8,1.71,0.05,0.14,296,29.1,61.1,8.2,34,7.11,2.47,6.66,0.95,5.07,0.98,2.49,2,0.29,4.2,2.27,,1.99,2.67,0.75,0.703434,0.512778,,,
LeMasurier_2016,85-24D,Australiasia_Antarctica,Antarctica,Marie_Byrd,Trachybasalt,Alkaline,0.066,0.0047,Ar-Ar,-76.25,-112,47.34,3.53,15.22,12.606554,8.57,4.31,0.25,1.49,4.33,1.21,,,,,,252,12,35,7,8,113,23,23,747,37,197,43,,,,746,,,,,,,,,,,,,,,,,,,,,,,,
LeMasurier_2016,85-24B,Australiasia_Antarctica,Antarctica,Marie_Byrd,Trachybasalt,Alkaline,0.1,0.1,Stratigraphic,-76.25,-112,47.41,3.5,15.18,12.57449,8.59,4.37,0.27,1.5,4.31,1.24,,,,,,243,17,39,9,28,109,20,20,748,36,193,44,,,,718,,,,,,,,,,,,,,,,,,,,,,,,
LeMasurier_2016,85-24C,Australiasia_Antarctica,Antarctica,Marie_Byrd,Trachybasalt,Alkaline,0.1,0.1,Stratigraphic,-76.25,-112,47.54,3.46,15.19,12.521504,8.55,4.25,0.26,1.54,4.49,1.2,,,5.75,21.3,20580,197,14.6,30.4,19.2,21.2,115,24.1,19.9,750,37.3,206,46.5,0.59,0.04,0.14,758,43.3,92.8,13.3,54.7,10.9,4.24,9.88,1.36,7.03,1.34,3.29,2.52,0.36,4.47,2.76,,2.21,2.95,0.76,,,,,
LeMasurier_2016,67-65B,Australiasia_Antarctica,Antarctica,Marie_Byrd,Trachybasalt,Alkaline,1,1,Stratigraphic,-73.43,-126.66,47.12,3.56,15.52,12.9,8.74,4.3,0.25,1.55,4.37,1.34,,,5.77,22.5,21296,192,8.41,30.8,13.9,20.3,120,24.8,18.8,785,39.2,214,47.8,1.77,0.04,0.14,776,44.9,96.1,14,58.1,11.4,4.46,10.4,1.43,7.35,1.39,3.45,2.61,0.38,4.63,2.89,,2.24,3.02,0.73,0.703395,0.512781,19.937,15.704,39.675
LeMasurier_2016,W83-5Ce/ f,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basalt,Alkaline,1,1,Stratigraphic,-73.43,-126.66,48.98,1.77,14.74,10.815692,9.03,7,0.18,1.13,3.51,0.91,,,5.73,25.57,,132,277,34.67,102.8,29.75,100.1,21,19.99,423.1,22.79,187,39.72,1.38,0.04,0.21,276.8,29.04,57.53,7.03,28.12,5.77,1.91,5.38,0.76,4.41,0.82,2.23,1.86,0.25,4.03,2.08,,1.8,3,0.81,0.703487,0.512847,19.669,15.665,39.251
LeMasurier_2016,W83-1e/ f,Australiasia_Antarctica,Antarctica,Marie_Byrd,Basalt,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,45.46,3.21,15.15,12.821744,8.42,6.34,0.19,1.42,3.54,0.71,,,7,25.9,,163,102,40.91,71.5,37.22,121.6,22,24.1,454.5,28.65,241.5,49.88,1.77,0.03,0.18,267.3,31.46,65.12,8.3,33.92,7.08,2.22,6.69,0.95,5.52,1.04,2.78,2.37,0.32,5.29,2.58,,1.38,2.84,0.72,0.703723,0.512792,19.753,15.725,39.494
LeMasurier_2016,85-31Ad,Australiasia_Antarctica,Antarctica,Marie_Byrd,Trachybasalt,Alkaline,8.75,0.55,Stratigraphic,-75.35,-110.7,49,2.24,16.5,10.17908,8.12,4.74,0.18,1.68,4.09,0.7,,,8.36,20.45,-,176,63,28.89,31.7,36.9,98.4,22,30.87,449.4,28.26,327.2,56.29,2.55,0.11,0.38,221.3,38.87,77.14,9.32,36.38,6.98,2,6.46,0.91,5.36,1.02,2.83,2.53,0.35,6.71,3.24,,2.6,5.22,1.62,-,,,,
