Lon Lat HF(mW/m2) Age(Ma) Seds(m)
-116.0667 1.4667 24.0425 17.4056800546 458.44
-113.8833 1.4833 51.2412 15.577089119 437.297
-5.25 1.55 63.89 62.1231412888 1224
93.45 1.55 83.3023 54.9778003693 1916.04
-5.95 1.4333 60.0344 57.764994072 649.352
-137.2708 1.265 27.3212 41.5029445572 487.72
93.1 1.3 78.4228 54.9514579773 1815.44
-3.16 1.2083 49.9481 61.6831276726 1181.22
92.7 1.0833 18.5931 61.8800476265 1737
-133.47585 1.01585 17.5909 36.9665134903 514.952
-131.5467 0.955 78.3766 34.7376889664 450.018
-120.7667 1.05 36.2239 22.4137128525 403.52
-113.8817 1.045 155.996 15.6724596689 450.017
-1.9667 1.0017 49.5216 63.1659320552 1027.76
-82.15 0.817 30.7758 11.022730279 488.418
-83.5 0.74 159.2 8.23062877655 422.24
-36.628 0.745 41.353 60.4630823898 641.526
-133.27 0.4433 9.25985 36.8807424858 429.078
-83.51 0.3933 160.582 9.31345047541 414.884
-132 0.3 33.9331 35.4434585571 412
-83.5317 -0.02 158.248 10.5842017847 484.396
-35.6167 -0.0167 62.0521 64.237013293 1001
-35.0483 0.015 49.4798 59.3198966831 980.112
-32.7933 0.005 83.44 46.7080589146 503.031
97.0102 -0.2285 69.8036 42.5572263843 1148.48
-86.06 -0.31 165.846 7.79116319656 422.646
93.6 -0.4167 45.4634 51.9954754295 1410.58
-35.1167 -0.5 85.3236 60.5886276054 1002
53.6833 -0.4833 76.7689 63.0165889656 459.447
92.7 -0.5 22.5143 59.4099769592 1326.2
94.4 -0.45 85.6371 49.9168205261 1189.16
97.0333 -0.5333 126.862 42.5716608716 1167.02
118.33 -0.455 85.9163 35.1159026153 4212.84
118.38415 -0.49415 81.3751 34.7194173668 4102.57
118.485 -0.545 75.2386 34.2158616352 3927.01
118.5433 -0.5917 73.0432 35.1441578922 3813.24
118.61 -0.625 78.5126 36.669953537 3705.34
118.695 -0.67915 84.8626 38.7040212337 3571.01
118.8142 -0.77835 86.9771 41.5467634012 3405.43
118.875 -0.88085 84.338 43.1912119699 3329.37
119.0317 -0.905 79.9314 46.3692251337 3181.44
119.115 -0.9883 78.1416 48.0817100976 3117.24
117.7069 -1.0692 77.0862 40.6178480076 4124.92
97.4667 -1.5167 49.8858 47.77478119 1019.2
-87.0667 -1.8833 139.79 15.534823231 413.041
97.1667 -1.8833 70.4632 45.8446589027 845.216
-86.725 -1.9633 43.8204 15.8182254963 417.951
96.9167 -2.2333 74.0807 46.6896327328 719.609
-84.65 -2.3667 5.23744 17.7127604818 483.479
-82.6833 -2.5333 121.091 31.1297695401 475.564
50.4833 -3.5667 56.3877 64.5994644049 861.762
51.4833 -3.55 31.1816 64.7890846252 771.003
92.555 -4.0433 87.5572 55.7776700714 988.606
92.9833 -4.6167 63.8136 44.2475453781 742.722
128.081 -4.8709 90.3221 6.73649382852 1517.36
60.11 -5.1083 75.4414 54.6274511448 602.439
59.225 -5.425 116.671 58.6931898594 523.9
59.4833 -5.4333 170.238 58.45962197 535.81
60.0333 -5.4667 66.8513 55.1822082767 517.949
63.0667 -5.5167 97.7229 38.667796355 436.316
129.5943 -5.5809 93.4973 2.07980437217 1367.17
128.183 -5.95 167.511 1.84126272082 1456.22
63.4333 -6.2667 55.4688 36.8661999076 404.56
73.7 -6.2833 74.6854 50.3318538055 401.639
153.1667 -6.3667 27.8314 39.1326909404 470.8
128.654 -6.8188 57.9771 6.0592293851 1384.46
153.4833 -6.9167 101.818 40.8163902215 444.794
78.9197 -6.9973 68.4698 64.0251209135 431.962
78.952 -7 68.488 64.1671484375 437.632
156 -8.1 61.8879 6.33786249161 404
150.2 -12.8667 66.4615 54.1913291435 406.402
149.6667 -13.2 76.917 54.3991451454 461.998
59.7 -13.7 42.981 58.2312240601 437.24
149.0667 -13.8167 77.1204 59.8730680649 535.8
151.7833 -13.9667 69.526 55.8270101177 411.644
148.8333 -14.1 66.9181 61.2332053185 565.002
153.5667 -15.45 80.9953 55.7157687054 461.919
179.4833 -19.95 62.2427 26.6004235125 469.115
167.55835 -20.575 140.992 36.8401009345 487.627
179.2167 -21.25 67.8719 28.1594207373 568.41
164.05 -21.3833 50.233 59 3358.33
177.8333 -24 13.5456 29.0851576347 549.013
89.45 -25.8 50.6013 54.472990036 588.8
176.38 -26.667 141.929 26.4673497772 450.814
166.1 -26.9833 61.6242 59 2148.24
168.175 -26.9667 34.8608 28.6359485106 1129.79
169.05 -27.6 57.1971 22.9703226089 465.48
171.1967 -28.1583 60.9942 25.1574107079 413.491
168.665 -28.85 29.8575 24.6767382622 788.552
168.4783 -28.8717 29.7187 25.7800457496 748.477
175.05 -29.2167 23.9716 28.5021269722 546.998
176 -29.5 111.565 26.4759101868 772
154.2333 -31.62 68.609 62.2778638779 1055.44
50.5517 -32.2767 73.5133 61.0596423955 403
46.2167 -36.3 21.5377 41.5828909569 404.64
127.3 -36.883 74.0519 63.0408459854 553.323
129.05 -36.883 88.1477 63.3837093735 949.818
133.6667 -37.45 52.3743 53.4173887596 1572.23
135.467 -38.133 168.125 42.0922049969 1199.13
-75.3333 -38.6032 43.6604 28.5719145596 513.718
-75.15 -38.6035 23.9617 26.8184701729 525.332
-30.44 -41.0183 101.614 48.2599346191 623.278
157.617 -41.067 72.7544 53.739496806 961.434
-31.775 -42.7883 64.1699 52.7821621227 619.783
-75.75 -42.925 68.9218 13.6763074398 536.3
-28.867 -43.395 63.7107 41.2643329563 433.262
58.8 -43.7 72.5326 57.5636062622 402.24
46.2 -43.7833 101.272 55.2443908463 605.073
-26.255 -44.3867 9.41112 34.5559984789 650.183
70.95 -44.6 65.0549 29.3373622894 645
-75.973 -45.06 234.374 4.49143676758 500.113
61.0333 -46.5167 67.3311 59.3994903811 673.603
-26.832 -46.6033 91.4872 41.1025945969 438.041
-76.85 -47.217 155.419 6.922873559 451.334
-76.39085 -47.38665 147.023 5.51142115081 1047.07
-77 -52.433 104.25 21.3377176666 822.728
5.13 -53.18 6.23116 22.3070495987 442.901
-44.7 -53.583 71.3671 14.4723185253 1613.21
-75.733 -54 44.5348 20.977644043 663.916
-74.4 -54.15 37.3872 18.7853946686 1014.36
125.333 -54.533 31.6491 19.1465972586 579.489
-25.55 -55.083 163.479 64.5669646072 931.699
-73.333 -55.55 2.08645 20.6025543118 476.014
-49.86 -59 169.044 32.4976013184 688.12
161.84 -59.0467 397.224 44.5747328926 517.625
-38.9 -59.69 108.807 41.2579486847 871.976
-55.5 -60.18 105.663 26.5543708801 576.08
-55.483 -60.4167 133.023 27.0238710079 698.241
141.1267 -60.7417 122.71 38.242760164 860.893
104.05 -60.89 65.3379 40.2048053741 572.856
-58.883 -61.1783 93.8588 23.8228853246 641.918
-73.283 -61.533 53.8232 36.0764285667 513.134
-50.26 -61.74 67.1821 24.5112543488 405.669
-59.69 -61.76 68.4691 23.4038354111 806.994
-40.31335 -61.79 77.4646 21.8680151363 686.72
-40.1975 -61.7925 80.645 21.6797726834 683.319
-40.10085 -61.7883 81.1712 21.5713421126 681.002
-39.995 -61.7917 83.8106 21.3849872429 676.225
-39.71335 -61.8292 87.4111 20.6438092777 649.907
-39.5825 -61.83085 73.585 20.4237945689 638.616
-39.5083 -61.83 88.9008 20.329569648 632.689
-39.4142 -61.8458 81.4502 20.0917057861 623.309
-39.3267 -61.8467 80.3668 19.9658044603 617.901
-49.626 -61.8925 78.4734 26.8211608152 411.698
-39.2733 -61.8517 88.8089 19.8549824137 613.969
-50.1592 -62.0185 85.9785 22.7597424839 416.978
-48.4093 -62.0261 76.361 28.4936799326 415.566
-109.258 -62.1383 87.1604 63.61490298 496.907
-50.4736 -62.1024 99.4263 23.0201142284 417.076
-49.1612 -62.2208 77.5735 26.6456689936 431.898
-41.4767 -62.16 93.5357 20.5325508183 683.783
-41.3825 -62.15585 72.275 20.438132143 681.829
-41.3 -62.165 64.8385 20.2479420662 679.3
-41.19 -62.16915 77.5963 20.0458480397 676.411
-41.075 -62.1767 76.531 19.8131036263 672.098
-41.00835 -62.2 78.1338 19.5384095278 668.301
-9.31 -62.56 27.8252 61.6996190643 586.32
-19.7333 -62.9833 34.9202 57.1942234388 501.8
-38.45 -63.1 111.445 14.0141739845 552
-20.0833 -63.1167 58.5382 57.6298026687 501.6
-36.95 -64.0667 186.588 31.1341122494 884.302
-70.26185 -64.37185 102.78 20.4214635444 1412
-84.67 -65.82 59.5681 55.4119442749 1137.05
-71.87 -65.81 82.2753 19.9362419128 1164.76
-94.3833 86.4333 41.0567 125.836602225 1427.6
-108.6306 85.8791 54.4557 127.159933774 1288.5
-108.3082 85.8511 54.3617 127.380575173 1241.9
-108.2423 85.85855 50.6927 127.278891109 1235.78
-109.2789 85.8251 70.0874 126.774515693 1256.09
-109.1601 85.8263 62.7574 126.755837726 1252.73
-109.1496 85.8267 47.068 126.756529534 1252.71
-108.899 85.8018 52.2584 126.926470748 1232.78
-108.3789 85.8454 54.3734 127.484194344 1248.64
-108.3329 85.8488 58.5477 127.420296875 1244.23
-93.6333 85.7833 82.4516 131.732290393 1576.03
-157.3 83.1333 53.1162 140.342147192 4177.4
-156.7833 83.1333 68.248 139.787392312 4218.57
-156.0167 83.1 68.6046 138.878575624 3402.59
-163.6167 83.0167 57.4396 145.730539687 2397.13
-162.8667 83.05 48.6407 145.485920551 2316.77
-159.04165 83.00835 40.2507 142.204714732 4087.02
-158.2667 83 37.9722 141.332837152 4091.83
-156.1167 83 66.8956 138.884748251 3636.13
-163.2833 82.8833 67.5645 145.631373748 2558.5
-155.9 82.95 64.0978 138.582573891 3395.52
-156.85 82.7667 65.9397 139.529239815 4217.27
-158.0667 82.7 63.3769 140.914258908 4126.38
-162.8167 82.65 68.5925 145.66503808 3003.97
-157.4667 82.65 70.3601 140.166836314 4144.5
-156.9 82.5167 71.9958 139.371154863 4322.87
-156.4333 82.5 70.5004 138.813370088 4180.39
-162.1167 82.3667 68.8549 145.325577695 4071.34
-160.6667 82.4333 63.437 144.168871591 4201.81
-156.4 82.2 69.0856 138.591110229 4548.13
-128.56665 82.1 72.5047 132.024364639 6001.54
-128.6167 82.05 82.0599 132.090394163 6090.33
173 81.1667 77.0143 70.9718183653 6115.37
-112.5833 81.0167 66.5152 123.044108076 9802.67
174.5 80.1667 87.2974 87.0346703301 5977.33
174.7333 78 185.116 88.8038765768 7493.82
175.7333 60.7317 74.1199 81.4099167701 6882.13
173.35 60.0067 57.8927 80.3132539367 4098.28
179.2083 59.5583 83.1815 78.4154143349 4038.96
172.7933 58.5383 85.9683 77.3266188427 3518.11
177.4117 58.4783 84.2981 76.2157199501 3663.64
172.095 57.7617 71.3353 75.8343774247 2658.03
179.84 57.4917 65.9178 73.7110180651 3424.6
173.805 56.4667 88.9333 73.118584511 3020.9
173.883 56.383 88.9316 72.9616690032 3017.29
-176.3 56.2167 49.1217 70.1172524288 3211.14
-176.1667 56.0833 53.2562 69.7944662479 2998.96
176.9383 55.9683 100.424 71.5067816551 6765.96
-175.0917 55.935 90.8217 69.1647002611 2843.93
-177.6667 55.6833 65.4917 69.3315469869 3918.16
-177.175 55.3967 78.2747 68.5453170032 4062.81
179.7333 55.3817 99.5751 69.3938781107 5190.43
-51.21 55.19 45.4562 74.6953581033 2195.27
-179.0267 55.03 139.202 68.326638413 4904.62
-179.71 54.8983 75.5761 68.2485443361 5975.33
-176.25 54.2833 48.0698 66.4315267136 4653.51
-178.5133 53.8983 88.9994 65.7834257922 5850.43
163.633 52.267 157.448 105.595979615 565.441
-44.6 51.4 39.6957 82.890335083 985.028
-164.95 49.883 31.8216 65.3794054663 524.216
-15 48.8667 60.4246 82.9387866302 924.383
-15.3267 48.525 40.6747 79.3279133384 927.741
-16.9667 48.2333 24.6086 65.5954231385 503.615
162.017 48 64.7351 112.705245467 302.017
168.783 47.95 15.1155 115.275920172 205.415
-164.35 47.667 76.2237 73.2180285353 343.36
157.15 47.7417 40.692 116.255253649 459.61
159.3833 47.7333 21.2549 114.481390652 320.916
-179.65 47.317 75.5692 67.9126903329 154.602
156.5333 47.28 61.0204 116.916287431 453.069
154.91 47.21 24.4735 115.820577374 522.35
164.267 46.967 96.0746 116.598471004 301.977
157.4817 46.9467 45.4794 118.514092588 286.668
-11.6 46.68 65.0913 107.547611206 2510.04
-159.667 46.6 77.535 65.5484641078 401.866
161.683 46.567 48.5475 115.624244178 303.512
-13.0667 46.5333 47.7885 103.429536821 961.402
156.56 46.325 53.0678 119.248254734 551.295
154.6833 46.1 64.2308 118.180835173 523.131
156.8167 46.1 60.1177 120.014280204 511.724
154.5 45.825 149.882 118.65317148 525.803
155.9617 45.8033 54.9809 119.968435522 489.973
154.4667 45.6333 58.1267 119.056371988 531.149
177.867 45.617 65.3989 70.7145630936 128.581
-179.233 45.45 47.2314 74.0976174534 104.613
-10.6 45.38 37.7996 84.3315020142 1109.39
-11.4667 45.3167 43.9545 83.1812352489 1028.34
-11.45 45.3167 49.2003 83.1891090358 1034.37
158.1167 45.2583 57.4746 121.801073687 228.268
-9.6 45.2 80.4084 87.5302352905 1608.76
160.467 45.133 149.699 118.671264556 308.987
-16.0333 45.0333 60.3699 76.3677347966 133.295
-10.75 44.9167 59.1613 94.2681874883 477.996
-44.1833 44.7 53.0485 119.851077365 1602.42
-170.05 44.617 83.3511 86.4219823741 97.2312
-7.6183 44.6283 31.6301 114.524005094 5114.62
-163.55 44.367 60.4802 74.4425139694 171.271
-39.05 44.4333 58.3946 69.0303020803 499.567
150.2417 44.2333 25.9222 118.378354338 977.211
151.925 44.1 93.468 120.111318886 431.116
176.833 44.083 84.4109 75.6051674211 105.998
-15.817 43.967 57.4837 82.4777521221 994.098
152.8833 44.0333 42.6774 120.922005697 438.227
154.3 43.8917 59.9891 121.845518262 455.482
159.77335 43.90835 50.1181 123.623193234 342.829
-12.65 43.7 50.2517 115.82678175 673.453
-52.945 43.6217 32.0382 170.717505119 5464.28
149.7 43.5833 54.9764 119.171984935 486.729
-45.25 43.4833 37.7595 117.32341097 546.435
-178.867 43.4 47.2086 81.0056590941 99.9957
-54.867 43.383 52.3316 178.593353876 4941.86
-53.33 43.3183 35.3567 165.303607342 3158.35
-17.22 43.0633 90.4316 73.8059864893 101.661
-53.645 42.99 36.2652 161.987396509 4887.99
-60.1383 42.845 47.3335 197.788733703 8403.6
-55.2083 42.8183 41.4232 171.873220638 4512
150.2667 42.7833 42.6567 121.261944225 424.844
-60.1867 42.7033 68.1038 196.359905616 7288.32
-54.0533 42.665 54.7613 160.513748863 4098.24
148.2 42.65 7.10399 119.596986294 400.833
-60.0867 42.5033 50.5507 193.308271513 6288.59
-55.395 42.535 41.9106 169.076049204 3979.72
149.9967 42.4033 68.1584 121.788606944 470.293
150.145 42.3917 49.7457 121.956285093 415.403
150.17 42.385 22.3263 121.994760479 404.423
-63.2467 42.2533 32.0407 197.533235985 8459.05
161.1833 42.2833 46.3819 126.181238281 230.523
-13.55 42.15 46.1668 118.723134786 1296.09
150.8583 42.18 46.9384 122.479396397 555.365
155.85 42.15 39.5221 124.750131965 369.163
-63.225 42.0617 62.3196 195.128353617 7482.62
-13.3117 42.1417 8.59665 124.42267175 1982.68
-13.145 42.145 52.4768 127.465073599 1912
-13.035 42.1283 48.9363 129.229772719 1137.65
151.633 42.117 46.9224 122.753671694 547.126
160.6 42.083 41.5358 126.429998003 363.409
146.7667 42.0333 38.8841 126.815929113 643.097
148.4 42.05 38.549 120.938304901 392.537
-61.35 41.9167 43.6652 193.556824181 5636.82
148.7167 41.9167 26.2973 121.598457053 311.085
-63.12 41.8367 48.7513 192.2484555 6686.55
-171.95 41.7 65.2619 91.6422080994 96.2662
149.5167 41.6833 50.5508 122.928925004 301.81
175.133 41.717 75.3527 111.763798021 122.726
-63.005 41.6033 31.1072 189.056952196 6024.17
153.9767 41.625 48.5818 124.717648507 334.852
-45.1333 41.5167 34.3955 109.947403787 1868.9
150 41.5 46.7492 123.740516663 447
-14.6667 41.45 51.9934 103.515717444 487.586
-62.8833 41.3067 27.8514 185.249896838 4963.14
150.6333 41.2833 54.6613 124.746703571 338.239
168.3 41.1667 50.5582 121.596571364 304.072
-15.15 40.9833 48.218 100.221343692 112.981
-13.1785 40.9952 63.3541 119.851361843 1027.39
-13.1137 40.9855 35.3819 120.499945529 1083.78
-12.8873 40.961 53.2538 122.659898588 1455.62
146 41.0333 58.8422 127.946718206 405.108
-178.467 40.867 83.331 103.885146605 100.884
-12.8607 40.9333 53.8476 123.187923656 1493.13
145.83415 40.88 79.1139 128.095296817 398.421
-60.315 40.6583 59.3224 172.988409539 3045.68
166.1667 40.7417 46.3522 126.021181778 213.938
-60.8167 40.55 56.3089 169.322447174 3173.26
-60.2782 40.6037 57.132 172.172851733 3043.24
-60.2269 40.5719 54.9464 171.354708312 3043.86
148.0333 40.55 46.5751 129.533506969 351.187
-60.2167 40.5333 54.9311 170.729260122 3029.54
145.6667 40.4 24.3199 128.725940169 373.573
145.8917 40.415 65.9306 128.804002077 401.475
156.905 40.2633 53.473 128.18201866 250.708
169.65 40.2833 38.195 119.366824325 139.526
-162.5 40.133 66.3033 70.4245769679 95.6909
143.9717 40.095 28.7837 128.240683911 1791.34
146.0333 40.0333 40.1292 129.425012044 446.914
-59.355 39.86 53.4621 157.613862093 2078.59
145.925 39.9067 37.5742 129.563958778 435.589
149.0833 39.9333 46.6149 129.697891696 376.666
-66.4667 39.7667 50.301 194.23110314 1616.26
-65.2583 39.7833 46.14 186.678605322 2379.89
-59.3717 39.83915 61.9309 157.457252533 2034.49
143.95415 39.84835 34.2398 128.544618865 1895.35
144.54 39.79835 48.711 129.00958419 710.659
145.025 39.78 82.7154 129.341097469 245.02
143.92165 39.73165 27.9279 128.659201602 2004.48
145.4167 39.7 47.5584 129.633467122 334.456
170.85 39.6583 50.3777 118.057564081 202.827
-66.2833 39.55 66.7353 190.092928905 1964.5
162.083 39.55 52.7972 132.102437176 434.813
-65.825 39.5333 46.0531 187.155681039 785.628
-65.15 39.4417 48.502 181.491086963 1051.96
144.0033 39.43 23.4988 129.050760555 1850.26
150.05 39.3667 139.954 127.644227222 394.453
150.1667 39.2583 46.6366 127.806001668 385.233
-65.4333 39.1833 47.3932 179.722142627 991.711
143.6867 39.2333 36.2743 129.133312652 2649.36
-178.283 39 56.226 104.938369942 103.025
-57.8557 38.9873 54.6497 146.876349466 2068.85
-57.8468 38.996 51.4639 146.895193053 2085.7
143.9633 39.0317 29.8307 129.527521267 1782.14
-155.617 38.8 65.2909 74.1569609902 96.3416
-67.55 38.75 49.2987 183.477774978 3046.74
144.6617 38.755 73.7005 130.377280576 271.299
144.75 38.75 48.9141 130.443374753 242
144.885 38.7617 53.4848 130.517581426 259.314
145.0133 38.7533 69.7142 130.671028225 291.947
145.1833 38.75 87.976 130.890846211 317.621
145.4017 38.75 44.5181 131.087685359 332.849
145.715 38.75 65.8299 131.261998007 361.621
157.39 38.78 61.8021 131.12385365 371.893
145.035 38.7467 59.6207 130.709299595 296.828
145.12 38.7383 51.5604 130.835606413 310.908
145.2875 38.7375 86.9856 131.020873564 324.741
145.70335 38.7475 76.9666 131.259947918 360.193
-53.05 38.6333 10.3629 116.658167049 955.245
143.567 38.55 30.181 129.908406176 2112.15
149.1167 38.5667 42.4791 133.347024434 325.591
153.8367 38.6283 47.5979 129.458438757 357.202
-161.1 38.367 37.1704 70.4748557352 95.8466
-69.267 38.333 59.5814 183.649638195 4524.69
-68.2833 38.2833 48.5501 178.814906006 3241.68
-153.583 38.2 88.3894 79.8079268113 98.3048
17.9667 38.1833 16.4764 242.737004186 6207.7
147.9167 38.2 87.213 133.342973385 401.897
-65.283 38.117 69.1657 161.149736935 1002.17
-67.867 38 92.7985 173.597275199 2474.88
143.9833 37.9833 48.8656 130.986740397 507.29
148.15 37.9867 50.7596 133.843884237 432.567
150.5367 37.9167 39.3907 130.918064398 283.634
146.915 37.8433 92.9625 133.429012872 299.011
172.333 37.8 67.5128 117.796760366 205.244
21.3033 37.6717 72.8653 239.718783075 4931.07
156.5367 37.6783 51.9144 132.943179072 508.926
163.033 37.683 54.7006 133.837163124 371.597
-72.5667 37.55 50.4099 193.242414225 6194.9
152.8333 37.635 46.5889 131.868926619 364.329
166.0583 37.5667 46.3379 126.516596802 204.784
158.1983 37.3617 44.5555 134.966240205 362.335
-178.167 37.3 61.2463 106.05919842 104.029
-157.7 37.3 51.2145 87.2293243408 97.6304
-59.983 37.333 14.2123 130.72364368 427.904
148.55 37.2833 42.6307 135.256595015 430.553
157.8517 37.2567 17.2425 134.913355044 409.341
147 37.25 42.4535 134.478858948 310
170.85 37.2 58.3485 119.989885807 163.317
-69.6 37.0833 59.4744 170.414555769 2520.76
-62.95 37.0667 62.0548 146.410443912 1010.76
153.5167 37.125 42.4981 132.889417816 337.321
163.1667 37.1333 38.5345 134.47127189 402.122
-56.667 37.033 38.1531 118.202106615 828.39
152.595 36.9833 57.6592 133.144022084 329.973
-15.8468 36.9025 57.2153 97.0142124842 91.8687
19.65 36.8667 38.4558 249.251450133 8280.42
16.3533 36.7583 35.1533 246.894646369 7376.34
-65.8333 36.7333 62.2244 152.103826438 1112.64
15.9433 36.6783 42.2827 250.478298708 7300.4
17.5533 36.6733 67.4225 241.120191965 7035.64
-52.45 36.583 30.5151 103.892812338 430.425
-17.35 36.65 48.9219 104.92094335 483.802
16.55 36.5617 21.8827 246.612869974 7481.23
17.0333 36.5967 18.1973 242.797052242 7344.02
20.9333 36.6 322.446 244.382430853 9494.24
-69.1167 36.4833 44.7091 163.12817356 1973.36
18.0017 36.49 11.839 243.905540031 6445.29
18.99 36.4917 16.4192 256.594707167 6248.96
20.645 36.4517 65.6428 244.304003733 9563.5
159.05 36.4983 40.6228 137.771224372 450.768
177.167 36.467 42.3386 113.510734437 212.907
-72.183 36.433 69.3704 184.959189116 4293.17
15.9417 36.4367 43.5263 251.997633275 7354.35
16.0967 36.375 21.8143 251.152931556 7430.25
20.0133 36.45 22.3933 247.140607934 8352.23
154.4333 36.3667 42.465 134.382093702 316.929
-159.633 36.3 55.2306 90.2034123657 98.3261
-67.9 36.35 56.7909 157.671929359 997.055
-21 36.3333 48.3055 87.700480692 148.002
148.4083 36.3083 46.799 136.835881145 499.403
150.9917 36.3267 66.5493 137.84232613 241.576
158.5067 36.31 33.6896 137.619646671 602.824
-65.7167 36.2333 96.7358 148.29747593 1514.19
18.3917 36.2217 37.3436 248.39536855 5961.42
19.5167 36.1833 85.9851 269.349847566 6574.22
19.685 36.2367 68.2005 257.872223602 7035.89
-72.3833 36.05 52.8922 184.580937753 3943.77
18.3267 35.975 32.7484 245.964998361 6015.73
-63.55 35.8667 48.0803 140.926441853 670.715
-51.25 35.8 44.1929 95.7106337547 106.536
17.4833 35.7833 32.165 244.431616675 6687.58
18.1963 35.8478 39.9189 242.657564738 6118.42
18.725 35.78 36.0367 251.515049525 5849.24
19.4167 35.8 43.2868 249.316464563 6067.49
154.75 35.8 50.5033 135.779054642 289.784
161.85 35.8333 42.1471 137.154933466 101.414
16.75 35.6517 37.2206 250.58516746 7069.02
-69.717 35.6 70.5722 162.879764891 1640.33
-66.567 35.65 50.6462 149.064406009 1001.16
-61.25 35.5833 58.0896 122.98399187 1501
-61.1333 35.5833 52.8455 122.135774319 1514.53
-19.0333 35.6 57.2302 103.45194455 549.229
-18.9333 35.5667 40.0778 104.218421387 690.415
-13.7083 35.6417 59.7609 143.497985975 888.182
17.9033 35.575 49.511 242.599982506 6267.25
172.512 35.575 43.272 119.806840343 172.583
-70.0283 35.495 53.7622 164.725533145 1675.56
-12.9983 35.4517 63.6455 149.275303839 793.284
16.95 35.53 46.5798 249.81902474 6857.19
17.3083 35.4683 41.5416 247.567926111 6591.69
177.567 35.483 50.2149 114.128526249 113.575
-161.467 35.45 57.2348 93.0361864852 98.0249
-70.2 35.283 51.2983 165.029712182 1457.62
-70.133 35.267 55.4399 164.457261482 1429.69
-55.45 35.35 62.7302 104.070930868 708.222
-14.055 35.3267 51.6608 141.626521182 964.161
177.917 35.317 67.4218 113.770438252 166.561
-70.167 35.217 67.9791 164.471729879 1423.59
-70.133 35.225 51.2252 164.251392229 1410.56
-70.033 35.2 84.5498 163.41591602 1357.69
159.1383 35.2317 54.5678 140.571728325 307.875
-13.0717 35.065 58.9344 149.794804806 486.401
-70.267 35 85.8383 164.111943326 1452.23
148.3417 35.0167 54.3709 138.723846286 200.998
-160.317 34.9 81.3347 92.1018044409 99.0421
149.0083 34.8867 48.33 139.311596965 201.285
-70.25 34.8333 35.996 163.156681343 1342.97
-57.25 34.75 41.2977 105.523495227 185
31.0667 34.8167 30.2232 255.967409682 7406.64
160.667 34.783 74.5042 139.257104122 199.144
24.5667 34.7067 153.737 264.718638435 8199.63
-163.233 34.6 46.1823 95.835649135 96.8469
156.2667 34.6333 42.591 140.631221389 411.543
159.1433 34.5667 17.2179 141.387229793 376.397
159.16685 34.58315 36.9778 141.355484099 384.021
23.4167 34.5 65.694 266.941970947 10027.7
-71.7 34.4333 46.0807 171.720357318 2239.87
-60.6667 34.4167 68.9758 115.602155512 1175.04
-21.6833 34.45 65.372 94.0758849794 511.612
22.5333 34.3667 41.3117 268.384820301 10140.4
142.25 34.3833 59.6052 127.19074658 763.799
26.2167 34.2833 32.0635 265.332755941 9831.15
27.1833 34.3167 12.9797 264.339242603 10270.1
25.0167 34.25 32.5908 265.040234492 8942.16
28.9667 34.2 35.0874 262.81441182 10287.1
-14.4 34.1 39.6573 147.174957275 503.492
138.2817 34.0617 140.894 81.0071301595 952.413
138.51835 34.0967 47.9918 88.2046370342 986.159
142.9333 34.0667 52.9027 128.039742322 483.19
-177.833 33.983 151.001 108.326154747 172.253
-15.85 34 24.5248 134.336824417 622.136
-13.3283 33.99 59.6345 155.543004334 3050.11
138.252 34.0422 58.4399 79.7362577775 943.604
164.833 34.05 58.5727 132.583946995 281.396
-164.783 33.883 57.2236 98.449813187 96.3678
-160.133 33.867 72.2958 92.7765300347 98.7023
-74.4333 33.9333 72.299 196.097825651 4730.7
-71.633 33.867 54.5946 169.913229307 1570.78
-62.7 33.883 63.8898 117.695073181 378.693
138.1967 33.9225 50.0452 75.6915702168 899.825
145.4333 33.8833 42.4101 139.648496474 285.292
151.6283 33.9267 48.656 142.397091329 402.68
-25.567 33.85 76.3678 74.6423114775 103.408
-10.2733 33.825 106.802 198.142580898 6266.87
24.7883 33.7517 37.2751 266.862297433 9942.43
24.885 33.84 17.9355 266.385269103 9807.12
27.9 33.7667 24.6545 264.926960053 10270.7
138.22 33.8233 39.6027 73.673309961 878.265
168.033 33.783 49.3533 128.184817162 202.172
178.9183 33.82 62.8043 113.533159656 341.625
-67.4833 33.7117 53.2294 143.636158348 694.881
-57.615 33.686 20.8261 101.973697317 1013.87
24.65 33.6683 36.0751 267.299233652 10042.2
24.71915 33.72415 40.5416 267.030801598 9996.4
24.76165 33.72915 45.0163 266.959914382 9969.42
30.1167 33.7333 35.2658 262.416805808 10472.2
-72.15 33.6333 49.9148 175.093114421 1970.41
-67.49415 33.61835 53.0834 143.336828726 613.544
-67.41585 33.6042 49.0218 142.806277395 625.156
-67.3467 33.5983 40.8823 142.369628186 646.126
-62.383 33.583 84.716 115.628213145 226.787
-13.9633 33.5817 44.7956 152.548742451 1968.44
24.645 33.5767 23.1767 267.609054196 10023.3
24.66 33.555 32.1766 267.669650214 10008.2
157.3083 33.5917 42.7704 143.086951044 540.928
161.65 33.65 57.393 137.436175466 200.192
-67.4783 33.5383 49.9148 142.935525119 549.241
-67.1533 33.49 44.8287 140.80967137 550.547
-67.1392 33.4917 52.9751 140.729600782 547.844
-54.167 33.483 54.7713 88.7268354994 332.432
-22.9833 33.5 56.0346 91.6335740583 443.667
148.3833 33.5 46.3189 141.742613472 204.576
