Lon Lat HF(mW/m2) Age(Ma) Seds(m)
8.1683 42.6517 102.181 26.7827703616 4349.01
136.6467 42.7383 118.915 24.4230509318 1510.6
138.15 42.6 121.311 17.1905956268 1757.36
136.6067 42.5183 128.775 23.356612189 1550.38
139.0017 42.4683 145.308 20.4268998147 1322.7
139.485 42.5333 95.5097 22.5355315983 959.004
7.72 42.38 127.544 26.2346414948 5815.2
7.7883 42.3583 225.522 26.6878664147 5591.56
137.6333 42.3667 149.776 17.4226771076 2168.17
7.8175 42.34085 131.075 26.8469258054 5483.26
136.2667 42.2617 103.448 22.9438605491 1507.88
7.15 42.2333 176.954 23.2751159668 5943.74
134.9833 42.15 107.484 25.7874611835 1540.28
136.0333 42.2 105.606 23.2386979904 1886.84
136.7867 42.2417 135.349 20.4629878772 2090.01
137.66915 42.2267 120.004 17.149763005 2298.58
-21.8 42.1167 59.7796 48.8416354828 523.638
135.51 42.1483 96.5514 24.0539504452 1675.47
136.1033 42.0967 130.053 22.5749450276 2155.11
136.61 42.1033 132.592 20.1540456036 2243.2
138.7483 42.065 130.123 20.586056906 1473.4
6.9 41.9833 148.265 22.5474110966 5968.69
136.275 42.0233 132.942 21.2040122867 2330.21
137.2833 42 139.198 17.1280303307 2277.39
137.6833 42.05 142.785 17.1863303967 2355.72
138.01665 42.01665 138.907 17.5043808332 2371.05
138.1667 42 131.176 18.2556137981 2312.96
139.005 42.0017 120.588 22.6361784038 1078.07
134.95 41.95 116.619 28.0170316696 1490.72
136.1833 41.905 154.95 20.7030731938 2465.54
136.5017 41.9083 138.364 19.0704997101 2434.26
138.0333 41.95 104.498 17.9730529308 2372.64
-23.85 41.8 34.213 37.012638092 545
6.20165 41.8475 122.309 19.0564071803 5730.9
6.41585 41.80915 121.236 20.1938732598 6027.36
6.4833 41.7967 144.717 21.0155120418 6120.02
6.6083 41.7717 127.521 21.8824459273 6281.73
6.675 41.7567 120.589 22.8849622931 6359.67
136.2417 41.7967 111.679 19.5353356679 2557.17
-32.8333 41.7167 16.6846 23.2039979184 500.2
5.72 41.7117 122.666 20.4213053437 5818.8
5.81 41.67 136.074 20.157632103 6007.05
6.89915 41.7275 126.492 23.256769067 6463.98
6.985 41.70665 127.105 24.0167475115 6469.72
136.2833 41.7333 135.683 18.8484538613 2599.97
5.3 41.6167 95.6298 22.9220539169 5662.85
5.8533 41.625 115.209 19.98859515 6164.47
8.0167 41.55 103.743 30.2484067478 3301.58
137.1967 41.5833 134.231 17.2192432891 2195.83
135.3333 41.4867 127.496 24.1334763164 1562.71
135.7167 41.4833 113.71 19.6631458621 2172.48
135.8667 41.4683 144.433 18.8202543961 2402.6
136.5917 41.4867 135.907 17.1268309844 2221.21
137.98335 41.5 117.791 20.6288896132 2095.2
6.48 41.3783 139.708 22.9684272327 7253.95
136.4833 41.3817 122.498 17.1325234734 1850.54
137.6667 41.3667 107.534 20.1180087876 1831.49
137.9833 41.45 106.439 20.9356508169 2000.29
4.3348 41.2763 108.358 29.2324300462 5103.99
135.4833 41.2667 115.069 21.1255215337 1582.25
136.7017 41.3333 116.771 17.1513788094 1572.7
137.6317 41.265 124.676 20.5880045674 1597.17
138.49 41.33085 91.353 24.0823293644 1087.76
6.8283 41.2467 173.908 24.7003072562 7270.62
6.9283 41.1933 139.892 25.2490981921 7175.23
6.9983 41.1817 152.266 25.5853557212 7051.62
136.2833 41.1667 102.056 17.2287693065 1393.82
136.65 41.25 97.0552 17.171438694 1231.2
136.7833 41.1833 98.4861 17.5350401914 1275.65
137.2167 41.25 113.725 18.9364353666 1640.79
7.29585 41.095 112.543 26.9637893546 6272.94
7.4233 41.035 140.332 27.5539939553 5813.33
7.71165 40.96 105.327 28.9540452051 4475.32
136.1 41.05 91.8586 17.5594263077 1170.2
136.4867 41.0433 116.281 17.3311085585 854.345
136.85 40.9833 88.3473 18.9728069677 1065.08
137.4 40.9833 92.2992 21.2876208725 1206
137.8167 41.0333 121.573 22.8099453295 1283.15
138.0025 40.99 115.742 24.042852201 1176.66
7.6517 40.9133 116.147 28.6586950681 4780.89
136.52 40.925 115.726 17.9667339325 819.788
-26.4667 40.805 62.8929 18.5934816172 502.604
137.0167 40.85 96.9621 20.4798934507 956.687
137.2 40.7 106.408 22.0978164673 722.12
5.8333 40.6167 99.1758 21.4943570687 7380.01
137.2 40.55 76.3389 22.828962326 529.2
-128.1667 40.1167 83.886 7.28841485447 400.792
-125.343 40.081 96.7421 4.04042064488 697.297
-26.0467 40.08 62.4935 24.754501358 501.538
6.1383 39.8633 247.992 19.67103624 7615.76
6.24 39.86 234.955 18.7654910278 7845.32
7.4192 39.88165 132.829 26.0796657165 4950.16
-126.35 39.7833 92.0398 7.90897849512 798.799
5.4333 39.5167 54.0425 24.8670889449 4836.75
-127.55 39.4167 59.1852 25.1191794348 467.004
7.4833 39.17 98.265 25.2794450912 4097.7
7.14 39.0817 124.166 23.3500837234 5616.35
7.465 39.0133 150.9 24.998130235 4238.05
7.5967 38.5833 95.9914 25.2348873165 3988.84
7.7567 38.5733 129.143 26.012818547 3527.22
-126.7933 38.4883 111.293 29.5142947294 404.948
-126.7167 38.48665 60.9045 29.2204744822 426
-126.4817 38.4567 78.2865 28.3535504918 566.049
-124.255 38.5017 73.8576 20.3982360569 599.682
9.7933 38.53 107.33 38.1829417305 2171.33
-126.33 38.4267 90.4456 27.8194699549 657.889
-126.14335 38.41835 138.14 27.1407012672 732.982
-126.0367 38.4017 80.6243 26.7704217146 755.904
3.9667 38.4 117.13 26.0155547543 3524.27
9.5733 38.3967 156.784 35.5257756471 2184.58
-124.03 38.3183 76.7824 20.1387782206 561.617
7.9867 38.2617 108.496 25.4328346534 3270.3
9.345 38.295 105.378 32.667669425 2054.84
-125.4667 38.17 78.9299 25.1087255413 798.48
7.6183 38.215 136.256 23.1508862243 4045.4
8.735 38.2167 188.469 27.5798760269 2183.1
8.2217 38.06 117.328 24.5064356789 3049.4
-124.8867 37.995 74.0143 23.5055300016 668.608
-124.2817 37.7917 87.8503 22.0132763317 521
4.9333 37.6667 67.2634 19.4095398995 4229.84
3.9 37.55 82.8394 21.318148613 4134.11
-123.8417 37.47 85.1775 21.4465495962 436.687
1.2667 37.4833 123.257 36.4801731454 4575.79
-30.566 37.2695 178.82 8.18995772552 462.813
-30.52925 37.3081 178.472 8.30066265783 452.194
-30.6615 37.1607 130.956 9.54542963039 478.859
-30.6115 37.2112 172.3 7.9189756748 471.915
1.9667 37.2 187.622 25.7208803654 4280.94
2.7933 37.1683 139.11 23.2317012113 4399.7
-31.1828 37.09365 143.215 11.4693607903 495.044
-31.1018 37.0784 157.405 12.550359858 510.335
-31.0093 37.0607 101.525 13.7481551379 513.548
-30.6981 37.1141 113.279 11.9039648361 487.151
-123.6333 36.9983 54.9513 21.7948913256 418.581
-123.278 36.988 28.058 20.6659201065 433.04
-30.90465 37.042 96.5534 14.5452342801 507.483
-30.8185 36.9932 58.8571 16.7433459709 504.495
-31.5785 36.9272 29.4421 11.6555965829 424.664
-31.5077 36.913 32.5963 12.179578105 434.071
-31.40165 36.89175 135.174 12.9907618511 452.149
-31.3104 36.87425 203.129 13.7516255598 469.743
-30.887 36.8977 108.285 16.6604892372 505.914
-124.765 36.8283 14.4528 25.9017218487 402.239
-31.16905 36.8449 123.753 14.7970885793 493.821
-31.097 36.8303 142.117 15.3954968093 499.028
-30.9787 36.8102 139.907 16.1982549332 504.445
-30.9378 36.7997 97.7749 16.533714522 504.193
-30.8013 36.7693 76.6195 17.613605936 503.143
-123.05 36.6667 95.5814 20.5825137033 429.401
-125.175 36.65 81.4767 27.5362620354 401.66
-123.6833 36.5667 99.4317 22.6263421764 414.241
-123.2667 36.65 99.6334 21.2460193996 424.719
-29.3933 36.2917 38.395 29.8515716874 501.5
-125.0667 36.0667 40.2273 27.2775425639 401.359
-43.6917 36.0883 41.0812 52.1990412793 478.642
-122.995 35.805 73.6569 20.7462299871 415.04
-43.895 35.5817 45.238 52.4986856333 498.759
-122.277 34.54 91.1843 21.0622802849 404.48
-121.4667 34.2167 44.634 18.7712523751 400.6
137.7867 33.8492 65.0392 62.3767808266 935.814
137.5483 33.5617 62.5134 50.8555518473 1020.22
137.88 33.565 92.0373 58.2660637962 847.798
137.5375 33.4142 111.749 45.9224488802 1043.69
137.0583 33.1583 63.2591 33.411456619 1237.18
137.2667 33.15335 74.0767 34.4026479252 1133.43
137.3967 33.1625 86.5252 35.561712564 1063.27
137.19 32.94 101.586 27.5299559021 1142.48
137.26 32.8667 111.253 25.3629621853 1078.92
137.5567 32.895 142.341 26.1677489841 764.284
137.2983 32.785 103.58 23.050948269 1023.84
137.8 32.85 87.2453 25.2746620178 620.56
137.3867 32.7117 102.974 21.9367541154 931.441
137.405 32.6067 123.023 21.4523606667 871.168
138.1 32.5833 127.864 34.1462319107 798.414
137.1167 32.5 67.5135 20.47785042 951.189
136.5633 32.3167 101.815 18.1333427081 950.29
137.91665 32.25415 104.528 24.718679812 854.765
138.1433 32.2633 103.893 33.4659546866 691.127
137.5167 32.1833 51.9057 21.3432399756 891.776
138.2833 32.25 93.1521 39.1922959404 534.229
137.085 32.0983 78.9268 19.9380688787 860.505
135.3533 31.9233 149.607 18.2955255657 1004.78
135.3833 31.7717 42.2743 18.6644144168 859.211
137.13315 31.73315 85.7662 19.4756566021 691.44
137.1167 31.6333 64.4737 19.232743177 689.838
137.7833 31.5167 67.3671 21.5709966706 951.53
136.7667 31.0833 29.6462 17.5903290608 592.609
134.165 30.8733 141.016 24.5370668749 717.163
137 30.9 75.5758 17.8170776367 651.8
137.73315 30.86685 90.3446 20.8911588518 889.255
138.1 30.925 100.139 22.0699467659 858.38
134.0667 30.7333 33.9052 26.5564901376 737.27
136.53365 30.61685 153.212 15.25283906 433.433
134.4833 30.4667 52.3919 23.3938259055 559.848
133.8667 30.4333 38.0816 30.483533426 767.594
137.4583 30.3667 90.0264 19.3351901006 752.994
-113.845 30.25 122.125 0.350500008464 660.18
132.3 30.25 40.8103 48.8550338745 785.6
132.7 30.1833 64.6263 44.8711958504 688.558
137.0667 30.1667 114.132 16.7147688827 558.627
137.9333 29.8833 36.2469 20.7191105 719.683
138.2167 29.9333 141.85 21.5689237596 739.219
136.8717 29.8 17.8796 15.3136578455 488.622
137.967 29.85 40.5213 20.7903719807 723.67
-113.824 29.72 235.164 0.156435648699 584.664
134.7833 29.6833 47.9445 23.8927763461 501.187
131.97585 29.2983 58.5407 55.7522790745 494.395
131.7167 29.2233 59.5365 58.2851759589 495.138
131.9167 29.065 52.39 57.5214944201 506.304
132.24165 29.10835 76.0807 54.4491816818 507.463
137.1667 29.1167 110.555 15.2587679135 407.195
132.1683 28.8825 33.8877 56.434524992 495.463
133.7833 28.7333 21.5816 40.9248778457 433.281
138.05 28.4167 103.061 19.5930643883 441.041
132.55 28.3167 53.1461 56.697230566 407.443
132.6833 28.25 31.6792 55.8994535122 402.346
-111.625 27.8467 117.725 0.885810015671 578.029
-111.7333 27.6333 211.569 0.35669333258 499.675
-111.6033 27.6167 197.4 0.176709834858 516.56
132.883 27.567 16.3518 59.2375523533 415.343
-111.57 27.525 274.895 0.252000002842 494.36
-111.48 27.52 248.847 0.102399997711 510.445
-111.3683 27.4867 193.002 0.277173316189 523.836
-111.3333 27.4717 192.881 0.554659317913 526.857
-111.75 27.4167 63.9522 0.531699999601 430.011
-111.60585 27.395 288.133 0.274775000348 445.927
-111.5025 27.3575 275.961 0.0303500002006 453.631
-111.377 27.433 361.867 0.251311001578 505.532
-111.3033 27.38 236.336 0.68470798673 505.766
-111.2283 27.3967 262.727 1.10019066824 527.78
-111.4955 27.31 226.092 0.0563500003079 439.466
-111.398 27.3 1527.74 0.297599992156 458.456
-111.0833 27.3 213.504 1.61514996982 534.608
-111.49165 27.22 339.029 0.098700002699 410.212
-111.2533 27.2233 182.622 0.780288653574 468.838
-110.925 27.2283 160.945 2.12461756784 552.39
134.0833 27.25 66.6003 48.5603833447 420.496
-111.2875 27.09415 241.488 0.483864362588 420.882
-111.11 27.065 195.404 1.01975000411 456.93
-110.8667 27.0833 209.668 1.9547716732 524.181
-110.9883 26.9633 248.085 1.17131244495 456.938
-111.0617 26.855 309.877 0.649899493063 405.212
-110.775 26.9167 189.503 1.78927498749 498.41
-110.9033 26.82 222.297 1.0137039771 435.529
-110.8283 26.7533 200.454 1.03231159409 435.414
-110.8267 26.74 202.93 0.988821990693 431.72
134.75 24.8833 74.5211 64.3954180069 411.077
-112.4967 23.4817 132.909 12.3269946027 532.72
36.705 23.5033 261.655 9.24578378148 2343.76
37.17 23.26 2808.21 1.16282033086 2655.89
37.3333 23.3333 330.195 3.85676267063 2895.05
37.1967 23.2167 335.719 1.15587240996 2626.64
37.29 23.1367 1364.2 1.05311109089 2608.89
122.8467 22.9667 40.3406 48.3168550913 582.761
123.2833 22.8167 60.1777 49.7568686986 644.427
37.7767 22.445 260.421 1.90433962658 2779.23
37.8833 22.0083 98.39 1.31104923413 3324.34
123.1767 21.89 54.9769 46.7609551205 941.874
37.9383 21.7583 410.097 1.09041537958 3540.22
124.13 21.7867 107.109 46.5840034863 661.798
38.03915 21.37585 3274.4 1.43150369315 3649.4
38.0833 21.37585 1058.8 1.33208013358 3772.03
37.9583 21.3417 299.645 2.89456927808 3382.56
38.08415 21.3175 684.206 0.98213900772 3703.79
38.2517 21.31 234.23 3.78502867317 4051.75
38.09 21.125 394.049 0.929781352729 3426.87
38.51085 20.0683 170.985 0.27637606999 2461.13
38.45 20.0217 284.718 0.66015593902 2336.69
38.6833 19.7167 475.393 0.248060742369 2505.86
38.6283 19.6 298.904 1.866809865 2311.17
38.7267 19.6217 229.992 0.726630413612 2537.14
38.9833 19.5667 317.566 0.86087487612 3086.95
38.9 19.3833 184.217 1.14873162025 2786.09
66.283 19.2 227.77 62.6505091858 2335.18
39.0033 19.0867 371.811 4.14718568315 2694.73
-80.5333 19.0333 35.9722 22.4846889648 1008.6
39.438 18.95 109.339 0.829048898779 2989.36
118.05 18.8833 94.8609 31.5170837297 2679.11
119.5 18.7833 235.571 35.6927903023 2755.56
-82.2667 18.7167 109.403 7.10309468985 991.119
-81.85 18.7 109.993 3.37832605839 999.2
39.4917 18.6942 105.238 2.67193401516 2423.25
-82.183 18.633 145.978 6.19113800859 993.937
-80.5333 18.55 53.8007 21.2739445925 1062.32
-79.45 18.55 71.8634 30.4564328194 955.36
39.615 18.5667 156.954 2.15280630969 2444.12
118.9167 18.55 98.5438 29.0361073332 2736.02
119.0833 18.55 126.915 29.977628602 2783.4
39.7833 18.4 131.683 1.2275159812 2830.95
119.8 18.3 52.8694 41.3043556213 1205.84
39.795 18.225 278.943 2.34972490221 2723.7
40.18085 18.17665 84.5853 2.68026887042 3740.63
116.8 18.25 103.965 30.1191864014 1794.4
140.87 18.1867 94.1227 25.1817569605 419.946
39.8817 18.1333 259.301 1.33411310931 2885.14
40.1775 18.0675 91.2944 2.52927393705 3439.06
116.33 18.09 108.222 30.3453121758 2188.84
116.37 18.0533 103.794 29.5639891012 2047.27
39.9417 17.9725 215.626 0.776001378114 2803.11
40.245 18 104.133 2.71776881218 3344.46
115.3667 17.9667 113.698 32.7284783127 2082.72
116.37085 18.04665 106.662 29.4395993415 2037.17
140.8717 17.98 79.7646 25.0727604904 438.347
39.8033 17.9167 446.236 1.79847589259 2509.45
39.89 17.9467 101.74 0.745761355144 2679.16
39.955 17.8883 593.012 0.786197718292 2695.15
140.983 17.9 99.3785 25.5735558891 433.766
-84.9167 17.7667 78.082 35.18028184 986.999
39.6775 17.8258 131.576 4.85063461757 2293.87
40.1958 17.8105 134.693 1.78268397574 2752.45
-83.75 17.7167 102.517 27.166392828 979.799
40.095 17.7433 233.628 0.990465738524 2547.36
57.826 17.68 66.7314 33.5895055542 600.03
116.3167 17.7 92.4562 27.5947246838 1394.75
40.4558 17.6233 163.702 2.29263088759 2286.96
117 17.55 165.417 26.6436548233 1077.2
118.017 17.65 25.2261 26.4373007488 1170.73
-103.167 17.5 22.7547 4.28793291092 410.812
-84.617 17.467 84.7543 33.2041649082 1001.02
140.7533 17.5183 85.6848 24.6378070278 540.595
59.04165 17.3875 51.9141 47.3035269532 1156.51
59.0667 17.4167 61.043 47.8864309896 1172.01
119.5 17.3833 45.2932 32.7066434402 1065.99
142.3067 17.385 65.3265 21.6636029098 418.573
40.6833 17.3167 275.892 2.18831246657 2100.99
58.95 17.33 49.0993 45.2594810486 1084.59
58.9917 17.2883 56.6385 45.8573693119 1111.55
117.1667 16.9833 87.4554 24.9298376641 1097
40.433 16.933 158.46 2.0050720265 1898.47
40.525 16.91 296.757 1.47864312381 1957.51
40.8333 16.7217 49.5264 0.527588869145 2256.51
54.5191 16.6977 56.4013 18.5040519114 463.77
141.4067 16.6617 84.1933 27.0056802423 498.067
40.7833 16.5667 189.999 1.59948910449 2209.02
41.0992 16.645 419.211 0.956362553263 2472.68
54.4668 16.5957 93.6896 17.6944287708 419.258
54.163 16.506 83.7201 17.0122507858 591.703
54.4216 16.5042 91.8566 16.980314489 437.694
59.703 16.47 62.0111 56.7606005936 929.272
141.8167 16.5217 93.3974 26.3937820964 472.069
40.9292 16.38 259.836 1.45285360441 2306.18
41.37915 16.39835 396.82 2.15632043481 2470.02
54.01 16.438 56.4442 16.3221395313 629.176
54.125 16.401 109.285 16.2600030041 590.996
54.1885 16.3595 139.747 15.9326352844 562.898
54.3702 16.4021 103.74 16.2002843764 466.294
142.16 16.3817 90.1655 23.1679177265 426.402
53.64 16.264 953.241 15.1250720953 691.514
53.665 16.308 93.4386 15.5735216141 696.042
54.057 16.274 114.844 15.3227541691 594.839
54.237 16.3375 125.175 15.754765197 538.392
54.3134 16.30445 105.198 15.483396627 493.567
54.396 16.267 105.752 15.1609293633 443.47
53.6125 16.2065 89.1889 14.8239456218 683.816
54.029 16.213 118.596 14.8791593298 588.353
54.27905 16.22015 114.86 14.8944671613 500.48
54.445 16.245 108.606 14.9918396568 415.954
53.57 16.126 105.329 14.2538703938 672.8
57.63 16.06 100.099 14.4959621048 591.867
119.108 16.053 26.8386 20.8400110458 1255.27
41.5167 15.9667 389.275 0.736561517148 2257.11
57.6 16.0167 97.7689 14.1593552408 566.256
58.4225 15.9575 76.6417 20.258433857 618.926
58.5 15.99 80.1285 22.3859840393 619.64
57.4917 15.9 108.754 13.1952062178 488.731
58.3267 15.9083 83.7378 18.1978468009 614.243
58.39835 15.9383 78.809 19.7245438587 617.713
41.7883 15.7542 119.732 1.50462620772 2177.26
57.4575 15.8125 107.928 12.5774706393 453.17
58.2333 15.8 79.6015 16.6575078011 601.357
115.35 15.8167 121.5 22.0987011623 1047.96
116.6167 15.8167 118.398 20.1530359431 1118.88
57.475 15.7217 143.006 12.0454914427 431.873
58.1833 15.7 90.2253 15.8844639292 588.275
41.9117 15.595 317.451 1.66648391452 2178.4
58.825 15.58 74.8318 33.1397024155 749.076
41.7483 15.4833 262.956 0.421807103864 2083.26
58.80665 15.50835 68.3026 30.8374837996 786.895
41.92 15.3142 460.246 0.857237420082 2106.38
58.77915 15.30835 74.8142 23.6499047642 885.035
119.367 15.183 172.021 17.0300089878 2212.33
42.2033 14.855 264.094 2.12364541448 1866.43
42.1917 14.7683 188.737 3.56194875799 1791.56
67.7733 14.8317 72.7267 57.520355074 1813.43
117.45 14.683 87.8557 17.5121567726 1223.81
50.5283 14.5133 112.957 12.918734626 648.028
50.4483 14.365 124.872 12.3364503568 491.975
50.46 14.3717 117.45 12.3565175055 491.281
116 14.4 114.884 17.6916828156 1130
134.217 14.333 60.7907 34.7522125244 436.907
113.6388 14.1607 82.8816 22.9917833572 1180.57
113.6893 14.059 103.761 22.3669005652 1028.41
113.7922 13.898 90.6923 21.1950861759 1006.47
114.4333 13.6667 97.1835 18.6046968107 1054.79
114.0033 13.5607 39.4722 19.6599034543 1006.07
47.82415 13.425 128.289 11.6231703669 989.846
47.865 13.44 129.258 11.6434698296 980.724
114.7167 13.1667 122.22 16.1860947504 1132.6
-51.3167 13.1 58.6074 50.6875307274 491.559
47.61 13.1367 134.834 10.784486106 940.951
-52.9667 13.0333 77.5491 59.8399005033 641.462
47.4433 12.9667 151.564 9.99288834093 842.965
47.46835 12.9667 146.855 10.0074098057 830.101
46.6 12.9333 152.885 10.9274079494 950.814
49.6333 12.9 115.728 4.20824892592 588.584
113.033 12.883 123.275 20.6996505262 1075
47.49085 12.7125 181.328 5.56583309031 445.114
50.55 12.4167 140.251 10.8302639108 679.196
115.8167 12.3167 107.145 30.4244351251 1213.44
44.48 12.0267 242.438 0.657265269256 616.166
113.4833 11.9833 117.99 17.4340527279 1294.32
-50.822 11.6717 75.8827 64.6628027385 501.535
-50.8 11.65 36.9954 64.4683799744 542.68
47.8333 11.65 177.25 15.3367798586 927.588
68.555 11.6283 88.3198 52.8735939316 690.515
-50.8167 11.3833 31.7464 64.9874774547 1127.67
44.515 11.3183 85.3587 10.6113609324 1034.99
112.75 11.0833 144.215 18.5734702806 1182
44.8067 11.0167 136.837 17.8847829406 1109.85
112.8167 11.05 125.125 18.8515944962 1183.52
-50.162 10.5633 35.2305 61.7835635292 1862.54
-50 10.65 73.4794 60.014087677 1762.4
-49.223 10.52 57.8582 54.8981283875 1602.5
-45.315 10.3583 39.3575 31.4506127087 488.028
-50.015 9.8517 51.989 64.7444773998 1999.46
66.3167 9.6667 35.1706 48.504342134 584.602
63.1 9.5667 10.3707 38.968303009 562.695
-87.152 9.323 13.9219 21.4092891487 783.376
-87.139 9.3405 42.2386 21.4431388872 767.098
-42.978 9.2917 38.7119 17.4298434732 467.727
-87.26 9.171 102.911 21.1184097366 789.181
-86.345 9.158 45.4994 19.8302174091 622.276
-87.097 9.084 60.8708 20.6449639153 934.984
-86.955 9.0905 10.8218 20.4659663792 881.903
-86.8973 9.0587 41.0112 20.2936407364 848.275
-86.589 9.103 117.204 19.986801054 700.911
-86.3055 9.1175 101.022 19.7022519934 617.165
-87.85 9.05 56.4436 21.6263484955 510.08
-86.955 9.027 74.6081 20.2825592117 868.625
-86.8711 9.0391 88.3861 20.2003569435 832.472
-86.7828 8.9689 114.791 19.8987291136 774.666
120.2333 8.9667 20.5929 46.0684574282 3174.5
-87.236 8.86 21.3983 20.200548645 750.762
-86.7581 8.9491 121.063 19.8265909276 758.293
-86.684 8.9395 99.1965 19.7238473175 708.069
-87.195 8.8185 69.9542 20.0274388738 727.514
-87.141 8.771 65.4907 19.8501400537 692.426
-87.326 8.681 65.3679 19.8480761707 583.553
-87.212 8.739 119.836 19.852193576 647.603
-87.28 8.621 64.1793 19.6538135376 557.8
-87.238 8.576 91.4002 19.5041560135 539.84
121.817 8.483 44.6992 51.0147640038 3294.27
-87.075 8.386 122.214 18.9435477543 470.138
120.94 8.3517 104.686 48.3368397697 1485.74
121.7183 8.43 29.3195 50.6307793491 2775.2
-87.014 8.314 123.962 18.7888588463 438.797
120.8367 8.2917 88.5821 48.0649153012 1321.25
-83.55 8.2333 91.9974 15.5146591797 433.563
121.4667 7.6667 107.458 49.1209817068 2665.32
-42.1867 7.5233 85.9168 40.0063354031 731.061
119.765 7.2933 85.5501 46.4134082674 1129.7
120.5167 7.35 104.752 47.4418936367 2195.24
-82.5333 7.1 176.773 6.19131112194 498.416
-41.0667 6.9833 87.9821 39.5760451665 537.936
-80.7 6.7 160.312 3.62815451622 1044.4
-43.462 6.6867 66.9896 62.2503696245 892.082
120.15 6.6833 86.8017 47.1500720749 2681.5
-131.75 6.517 14.4897 33.4271793747 492.736
-81.3 6.533 80.7617 3.09442224026 498.081
-42.8433 6.5383 56.9672 57.0729081708 1000.34
122.65 6.217 75.315 46.3754078865 1958.78
-80.65 6.067 150.31 3.90778785229 417.167
122.5933 6.0083 70.8896 45.924148259 1965.92
-40.42 5.7883 79.5624 48.0169112373 562.39
-133.4333 5.6333 18.5823 35.6576347304 471.604
123.75 5.367 95.2406 42.3893641281 1636.43
122.3 5.2833 82.8408 44.6362387543 1636.47
-41.0167 5.0667 81.5767 50.6102623281 790.007
123.0333 5.0117 67.8514 42.7833491356 1198.43
-140.833 4.8 56.6816 45.1200696564 501.81
-38.3 4.6667 235.304 35.032458252 526.799
123.8083 4.6617 66.7316 41.2896574361 1166.6
-140.32 4.4925 63.5387 44.5421725655 539.957
-140.2417 4.455 62.9747 44.4507183323 527.026
119.95 4.417 110.999 47.5620694923 1603.78
-35.3283 4.15 69.8469 17.2575551586 428.525
124.0667 4.1667 92.7718 40.1063417459 1006.2
-135.955 4.0633 40.1645 39.0475790194 456.608
-136.05835 4.02915 82.4662 39.1778818359 471.559
-135.97085 4.0142 79.2753 39.0791570123 451.704
-135.9483 4.025 56.619 39.0498385401 449.697
-133.15 3.9667 8.29009 35.7848686123 527.765
122.2333 3.97 66.0125 42.3234448299 1009.12
-135.99335 3.92 81.3281 39.1304615524 450.693
-80.633 3.833 106.925 7.14750963335 574.894
122.417 3.85 73.4804 41.8747032547 1007.19
-140.067 3.65 91.1741 44.4761551094 586.644
119.15 3.483 70.6754 45.7192430305 1911.56
132.2242 3.4925 113.018 5.14863904481 573.525
132.3433 3.4867 17.8644 4.21466696025 557.221
132.4333 3.5167 23.5769 3.61116835553 542.241
132.47915 3.4967 19.1959 3.23027954608 537.629
132.7733 3.505 57.147 1.06728779445 497.893
123.367 3.433 43.8047 39.4425411522 1026.8
-34.82 3.27 198.081 25.9039050293 459.523
93.3667 3.1667 43.0664 57.895166239 2338.83
94.1167 3.15 37.5466 57.5951918755 2968.95
119.633 3.133 19.6702 43.4883385788 1442.92
140.41 2.8717 11.3596 29.8808559778 436.378
142.7983 2.9017 119.772 26.1481867352 406.198
142.97 2.885 34.2377 25.9769655609 465.5
-130.4433 2.71 60.0869 32.9493677593 503
121.533 2.7 63.2411 40.133192215 1086.14
123.7833 2.7 50.3505 36.4733518448 1028.16
142.8817 2.7067 97.2113 26.8720724321 431.734
143.035 2.6983 39.4766 26.6990208773 488.501
-145.5333 2.5667 37.8159 54.8984516555 401.304
122.567 2.583 71.9474 38.3679071053 1090.26
-121.4717 2.51 12.437 21.3437334358 409.74
-35.8333 2.4167 66.9909 32.0811095658 424.005
-141.6667 2.2667 25.7205 47.0380732308 483.197
-38.3333 2.2833 47.4138 46.4194803663 512.2
94.45 2.3333 33.2265 54.8651272221 2472.18
-136.25 2.2333 21.7848 39.8766606483 574.397
-119.675 2.2083 151.495 19.5250697613 404.45
122.1088 2.1859 77.9262 38.2288226764 1207.5
-132.5333 2.0667 18.5974 35.5834225642 483.002
94.1167 2.0667 64.4937 55.8008944202 2266.75
122.0872 2.1127 79.3707 38.1059639429 1274.2
-134.6333 2.05 50.5154 38.0382593517 466.202
-113.9667 2 122.749 15.533125102 468.402
122.0503 1.9862 82.5776 37.842469699 1458.5
-128.717 1.858 62.8214 30.9674723999 406.8
-37.19335 1.8617 40.6735 39.4074624844 456.198
122.0177 1.8807 70.5327 37.5975005268 1702.85
142.3833 1.8833 96.5306 29.4836241746 501.807
-131.7 1.85 13.4516 34.6706867218 498.72
-129.0167 1.85 62.8437 31.3604084024 414.162
-118.375 1.75 75.8231 19.4111936092 414.5
-114.5333 1.8 121.736 16.0471953087 479.118
-110.2683 1.85 47.2 11.6219786024 403.176
-33.675 1.8217 52.5813 19.6329222894 443.473
93.7833 1.8167 75.7943 55.4040967259 1987.03
122.0038 1.8313 66.5612 37.4517821192 1813.57
143.7667 1.8167 115.18 29.7758769286 500.2
-120.3333 1.6667 17.6291 20.0866814439 404.001
-109.3333 1.7167 13.6808 10.1517281375 402.6
-33.9 1.725 16.6097 20.9800424576 424.96
-6.339 1.7043 36.6207 57.904310471 852.514
-6.23 1.7005 67.1513 57.956735323 906.08
121.9735 1.7313 41.9293 37.1500400837 1872.49
-5.6167 1.65 65.2065 60.7332370262 972.313
