4.637962294527720815e+02	7.536119268795586379e+01	-1.335123620767734477e-02	2.059640199235809987e+00	2.278051015399639923e+01	4.039554632287989371e+05	3.948145295794837115e-06	1.446258100443188255e+00
4.613662269908265898e+02	7.505363892447996932e+01	-1.297042490769409473e-02	1.963977924871752823e+00	2.337254337374449875e+01	5.588565860393568873e+05	2.905395673848076528e-06	1.622244526143657994e+00
4.616880201993473065e+02	7.444672063390825656e+01	-1.259331255243373825e-02	2.049814204427964359e+00	2.173038789951551308e+01	2.811041290384382010e+05	8.837766397396803892e-06	1.381712574876511335e+00
4.657865167748472572e+02	7.471065028137006436e+01	-1.303155086989619266e-02	2.080698058018632945e+00	2.310736480535934945e+01	5.335525039256479358e+05	9.515312984822696699e-06	1.612892452194049531e+00
4.649202679352678729e+02	7.430911854512980597e+01	-1.210412633414872409e-02	1.899573980498032055e+00	2.295377259114804147e+01	5.073354559810577193e+05	1.836189342987385435e-06	1.720437840520801398e+00
4.640606377395785671e+02	7.583359857031926765e+01	-1.404515193836195289e-02	2.112053824431118443e+00	2.383298046624786082e+01	5.936092104860631516e+05	4.005535366281360401e-06	1.609193337931160483e+00
4.641784605697062602e+02	7.568269847986944399e+01	-1.392624218109684425e-02	2.149628504586274858e+00	2.266705551263987672e+01	3.902228301856922917e+05	4.813712554799706440e-06	1.601174656443718813e+00
4.660990509374162230e+02	7.503212300818609037e+01	-1.338615139585181898e-02	2.119911322159667932e+00	2.278147321599754704e+01	4.086316781560427626e+05	4.371065986463279193e-06	1.622887788564916889e+00
4.638579575789705132e+02	7.435176583109900150e+01	-1.274241603867540436e-02	2.070498536449029814e+00	2.426113443365873579e+01	7.560934653011196060e+05	1.008063113224493096e-05	1.519979855166924354e+00
4.661364093625588225e+02	7.513942178590257015e+01	-1.323681335431305464e-02	2.048529651456810097e+00	2.364378191495393722e+01	6.117123852805192582e+05	5.958808240049131988e-06	1.599328003691776079e+00
4.639807750333667400e+02	7.444550996558758982e+01	-1.255028632071064632e-02	2.024923035979090624e+00	2.356335608472330989e+01	6.246160987239809474e+05	4.366330789263526144e-06	1.669309306578804275e+00
4.658460132929120050e+02	7.448846637184175279e+01	-1.281534562451951999e-02	2.064009831811234541e+00	2.240955910434829690e+01	3.427122186783094658e+05	3.277059373980325697e-06	1.618218780938583512e+00
4.634041072957194274e+02	7.462523189484463160e+01	-1.288892264105271149e-02	2.043056220840747894e+00	2.438483941731205107e+01	7.785736022770187119e+05	1.096338638622977578e-05	1.467610101274404721e+00
4.652917455100389361e+02	7.516271545396975284e+01	-1.332336183225989179e-02	2.085981667777513149e+00	2.245249715555613790e+01	3.838695908977460931e+05	4.541827580358842083e-06	1.620021103784274663e+00
4.660071714421924298e+02	7.464582719958198709e+01	-1.273818567833288028e-02	2.042852665548947844e+00	2.276336842914508551e+01	4.848405945099982200e+05	1.123637211201672229e-05	1.453318666975167872e+00
4.667998058374662378e+02	7.497746392799665216e+01	-1.316103165642970585e-02	2.075731773810439940e+00	2.349122610283980350e+01	5.960067157723206328e+05	4.016056926840225552e-06	1.705470629858109710e+00
4.678846615714051040e+02	7.461496180996077499e+01	-1.292027117709003935e-02	2.080511625791431563e+00	2.342894361295865480e+01	5.600862711543512996e+05	6.895095646526036196e-06	1.566282688137563328e+00
4.656296512093358615e+02	7.487966184003856540e+01	-1.302237083250027197e-02	2.028258739933471499e+00	2.427124395078690355e+01	7.157695965635855682e+05	3.223397820576118411e-06	1.700438340065733245e+00
4.600320267864705102e+02	7.366426606029543223e+01	-1.206558306217338922e-02	2.053957332264479962e+00	2.229488413451132089e+01	3.384614611769579351e+05	1.059504540101256069e-05	1.381668274353290649e+00
4.647063515251178956e+02	7.489126324815551072e+01	-1.290653411494176173e-02	2.033762195778384907e+00	2.236532189040847030e+01	3.456354478783706436e+05	4.060437710424764907e-06	1.571995985311255062e+00
4.631557339896320400e+02	7.430188176071582973e+01	-1.235647592792758938e-02	1.924087399954553579e+00	2.377444395255702858e+01	6.695834706835240358e+05	1.873364827034749872e-06	1.823937783051861050e+00
4.641486671855768691e+02	7.399893226882913666e+01	-1.220137256469868044e-02	2.003843200599125129e+00	2.303825686547020268e+01	5.351591620535911061e+05	3.562540403233983014e-06	1.803468208274144446e+00
4.592036688388382686e+02	7.517010679714182686e+01	-1.347701697473263280e-02	2.119530338181262685e+00	2.372299865757513260e+01	6.673065022856771247e+05	1.031555838813931087e-05	1.682180138123282376e+00
4.658596974764793686e+02	7.497886779476557706e+01	-1.316732098236255213e-02	2.078248466691635876e+00	2.322548077786945342e+01	5.844886105987363262e+05	1.074708972444396001e-05	1.607726556253046946e+00
4.653508170683871299e+02	7.570441920422157978e+01	-1.397784737118073009e-02	2.126387002479876998e+00	2.420479163848202120e+01	7.116047815847487655e+05	6.919631596274965155e-06	1.620727926305414623e+00
4.640501705038035993e+02	7.457384313205196236e+01	-1.283943441198136422e-02	2.088198971481566524e+00	2.289004929141339773e+01	5.185733042560130125e+05	5.011232858803226897e-06	1.754811668411890846e+00
4.667210981555760441e+02	7.430813744149095612e+01	-1.232897006804432351e-02	1.965377641903810479e+00	2.302727000439978156e+01	5.476001745489254827e+05	4.280878874345770900e-06	1.737186851430104095e+00
4.676924860477657262e+02	7.453756534047521143e+01	-1.263011013713144504e-02	2.022434182718436446e+00	2.271845462113017433e+01	4.253916140143949306e+05	4.996349253221196479e-06	1.510814860522829983e+00
4.590284780108857490e+02	7.539391905120648119e+01	-1.332604838981714911e-02	2.026526965180563078e+00	2.291952396050720964e+01	5.375746882192110643e+05	7.642804192194640415e-06	1.855927978802305311e+00
